Donor,Donor SMILES,SMILES,HOMO,LUMO,optbg,wavelength_film,wavelength_soln
PTBTz-2,CCOC(=O)c1cc2c(-c3nccs3)sc(-c3ncc(-c4cc5c(-c6ccc(CC)s6)c6sc(-c7cnc(-c8sc(-c9ncc(-c%10cc%11c(-c%12ccc(CC)s%12)c%12sc(-c%13cnc(-c%14sc(-c%15ncc(-c%16cc%17c(-c%18ccc(CC)s%18)c%18sccc%18c(-c%18ccc(CC)s%18)c%17s%16)s%15)c%15sc(C(=O)OCC)cc%14%15)s%13)cc%12c(-c%12ccc(CC)s%12)c%11s%10)s9)c9sc(C(=O)OCC)cc89)s7)cc6c(-c6ccc(CC)s6)c5s4)s3)c2s1,CCOC(=O)c1cc2c(-c3nccs3)sc(-c3ncc(-c4cc5c(-c6ccc(CC)s6)c6sc(-c7cnc(-c8sc(-c9ncc(-c%10cc%11c(-c%12ccc(CC)s%12)c%12sc(-c%13cnc(-c%14sc(-c%15ncc(-c%16cc%17c(-c%18ccc(CC)s%18)c%18sccc%18c(-c%18ccc(CC)s%18)c%17s%16)s%15)c%15sc(C(=O)OCC)cc%14%15)s%13)cc%12c(-c%12ccc(CC)s%12)c%11s%10)s9)c9sc(C(=O)OCC)cc89)s7)cc6c(-c6ccc(CC)s6)c5s4)s3)c2s1,-5.48,-3.52,,,
PTFB-O,CCc1csc(-c2c(F)c(F)c(-c3cc(CC)c(-c4ccc(-c5ccc(-c6ccc(-c7sc(-c8c(F)c(F)c(-c9cc(CC)c(-c%10ccc(-c%11ccc(-c%12ccc(-c%13sc(-c%14c(F)c(F)c(-c%15cc(CC)c(-c%16ccc(-c%17ccc(-c%18cccs%18)c(F)c%17F)s%16)s%15)c%15nn(CC)nc%14%15)cc%13CC)s%12)c(F)c%11F)s%10)s9)c9nn(CC)nc89)cc7CC)s6)c(F)c5F)s4)s3)c3nn(CC)nc23)c1,CCc1csc(-c2c(F)c(F)c(-c3cc(CC)c(-c4ccc(-c5ccc(-c6ccc(-c7sc(-c8c(F)c(F)c(-c9cc(CC)c(-c%10ccc(-c%11ccc(-c%12ccc(-c%13sc(-c%14c(F)c(F)c(-c%15cc(CC)c(-c%16ccc(-c%17ccc(-c%18cccs%18)c(F)c%17F)s%16)s%15)c%15nn(CC)nc%14%15)cc%13CC)s%12)c(F)c%11F)s%10)s9)c9nn(CC)nc89)cc7CC)s6)c(F)c5F)s4)s3)c3nn(CC)nc23)c1,-5.36,-3.36,,,
PDCBT-F,CCOC(=O)c1csc(-c2cc(C(=O)OCC)c(-c3cc(F)c(-c4ccc(-c5sc(-c6cc(C(=O)OCC)c(-c7cc(F)c(-c8ccc(-c9sc(-c%10cc(C(=O)OCC)c(-c%11cc(F)c(-c%12cccs%12)s%11)s%10)cc9C(=O)OCC)s8)s7)s6)cc5C(=O)OCC)s4)s3)s2)c1,CCOC(=O)c1csc(-c2cc(C(=O)OCC)c(-c3cc(F)c(-c4ccc(-c5sc(-c6cc(C(=O)OCC)c(-c7cc(F)c(-c8ccc(-c9sc(-c%10cc(C(=O)OCC)c(-c%11cc(F)c(-c%12cccs%12)s%11)s%10)cc9C(=O)OCC)s8)s7)s6)cc5C(=O)OCC)s4)s3)s2)c1,-5.32,-2.98,1.93,594.0,501.0
J62,CCSc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9ccc(SCC)s9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15ccc(SCC)s%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15ccc(SCC)s%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9ccc(SCC)s9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3ccc(SCC)s3)c3ccsc23)s1,CCSc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9ccc(SCC)s9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15ccc(SCC)s%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15ccc(SCC)s%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9ccc(SCC)s9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3ccc(SCC)s3)c3ccsc23)s1,-5.31,-3.08,1.92,,
PBPD-Th,CCOc1cccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cccc(OCC)c9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cccc(OCC)c%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cccc(OCC)c%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cccc(OCC)c9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cccc(OCC)c3)c3ccsc23)c1,CCOc1cccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cccc(OCC)c9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cccc(OCC)c%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cccc(OCC)c%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cccc(OCC)c9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cccc(OCC)c3)c3ccsc23)c1,-5.42,-3.36,,,
PCE10-2Cl,CCOC(=O)c1sc2c(-c3cc4c(-c5cc(Cl)c(CC)s5)c5sc(-c6sc(-c7cc8c(-c9cc(Cl)c(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13cc(Cl)c(CC)s%13)c%13sccc%13c(-c%13cc(Cl)c(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9cc(Cl)c(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5cc(Cl)c(CC)s5)c4s3)scc2c1F,CCOC(=O)c1sc2c(-c3cc4c(-c5cc(Cl)c(CC)s5)c5sc(-c6sc(-c7cc8c(-c9cc(Cl)c(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13cc(Cl)c(CC)s%13)c%13sccc%13c(-c%13cc(Cl)c(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9cc(Cl)c(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5cc(Cl)c(CC)s5)c4s3)scc2c1F,-5.5,-3.93,,,
PBFTT,CCOC(=O)c1sc2c(-c3cc4c(-c5cc(F)c(CC)s5)c5sc(-c6sc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13cc(F)c(CC)s%13)c%13sccc%13c(-c%13cc(F)c(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9cc(F)c(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5cc(F)c(CC)s5)c4s3)scc2c1F,CCOC(=O)c1sc2c(-c3cc4c(-c5cc(F)c(CC)s5)c5sc(-c6sc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13cc(F)c(CC)s%13)c%13sccc%13c(-c%13cc(F)c(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9cc(F)c(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5cc(F)c(CC)s5)c4s3)scc2c1F,-5.47,-3.56,,,
P105,CCn1c(=O)n(CC)c2cc3c(cc21)c1ccsc1c1sc(-c2ccc(-c4c(F)c(F)c(-c5ccc(-c6cc7c8cc9c(cc8c8cc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c%15cc%16c(cc%15c%15cc(-c%17ccc(-c%18c(F)c(F)c(-c%19cccs%19)c%19nsnc%18%19)s%17)sc%15c%14s%13)n(CC)c(=O)n%16CC)s%12)c%12nsnc%11%12)s%10)sc8c7s6)n(CC)c(=O)n9CC)s5)c5nsnc45)s2)cc31,CCn1c(=O)n(CC)c2cc3c(cc21)c1ccsc1c1sc(-c2ccc(-c4c(F)c(F)c(-c5ccc(-c6cc7c8cc9c(cc8c8cc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c%15cc%16c(cc%15c%15cc(-c%17ccc(-c%18c(F)c(F)c(-c%19cccs%19)c%19nsnc%18%19)s%17)sc%15c%14s%13)n(CC)c(=O)n%16CC)s%12)c%12nsnc%11%12)s%10)sc8c7s6)n(CC)c(=O)n9CC)s5)c5nsnc45)s2)cc31,-5.38,-3.62,1.66,652.0,647.0
PTT4FB,CCc1ccc(-c2csc(-c3c(F)c(F)c(-c4cc(-c5ccc(CC)s5)c(-c5ccc(-c6c(F)c(F)c(-c7ccc(-c8sc(-c9c(F)c(F)c(-c%10cc(-c%11ccc(CC)s%11)c(-c%11ccc(-c%12c(F)c(F)c(-c%13ccc(-c%14sc(-c%15c(F)c(F)c(-c%16cc(-c%17ccc(CC)s%17)c(-c%17ccc(-c%18c(F)c(F)c(-c%19cccs%19)c(F)c%18F)s%17)s%16)c%16nn(CC)nc%15%16)cc%14-c%14ccc(CC)s%14)s%13)c(F)c%12F)s%11)s%10)c%10nn(CC)nc9%10)cc8-c8ccc(CC)s8)s7)c(F)c6F)s5)s4)c4nn(CC)nc34)c2)s1,CCc1ccc(-c2csc(-c3c(F)c(F)c(-c4cc(-c5ccc(CC)s5)c(-c5ccc(-c6c(F)c(F)c(-c7ccc(-c8sc(-c9c(F)c(F)c(-c%10cc(-c%11ccc(CC)s%11)c(-c%11ccc(-c%12c(F)c(F)c(-c%13ccc(-c%14sc(-c%15c(F)c(F)c(-c%16cc(-c%17ccc(CC)s%17)c(-c%17ccc(-c%18c(F)c(F)c(-c%19cccs%19)c(F)c%18F)s%17)s%16)c%16nn(CC)nc%15%16)cc%14-c%14ccc(CC)s%14)s%13)c(F)c%12F)s%11)s%10)c%10nn(CC)nc9%10)cc8-c8ccc(CC)s8)s7)c(F)c6F)s5)s4)c4nn(CC)nc34)c2)s1,-5.58,-3.58,,,
PBF-SF,CCc1ccc(-c2c3cc(-c4c(F)cc(-c5cc6c(s5)-c5sc(-c7cc(F)c(-c8cc9c(-c%10ccc(CC)s%10)c%10sc(-c%11c(F)cc(-c%12cc%13c(s%12)-c%12sc(-c%14cc(F)c(-c%15cc%16c(-c%17ccc(CC)s%17)c%17sc(-c%18c(F)cc(-c%19cc%20c(s%19)-c%19sc(-c%21cc(F)cc%22nsnc%21%22)cc%19[Si]%20(CC)CC)c%19nsnc%18%19)cc%17c(-c%17ccc(CC)s%17)c%16s%15)c%15nsnc%14%15)cc%12[Si]%13(CC)CC)c%12nsnc%11%12)cc%10c(-c%10ccc(CC)s%10)c9s8)c8nsnc78)cc5[Si]6(CC)CC)c5nsnc45)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,CCc1ccc(-c2c3cc(-c4c(F)cc(-c5cc6c(s5)-c5sc(-c7cc(F)c(-c8cc9c(-c%10ccc(CC)s%10)c%10sc(-c%11c(F)cc(-c%12cc%13c(s%12)-c%12sc(-c%14cc(F)c(-c%15cc%16c(-c%17ccc(CC)s%17)c%17sc(-c%18c(F)cc(-c%19cc%20c(s%19)-c%19sc(-c%21cc(F)cc%22nsnc%21%22)cc%19[Si]%20(CC)CC)c%19nsnc%18%19)cc%17c(-c%17ccc(CC)s%17)c%16s%15)c%15nsnc%14%15)cc%12[Si]%13(CC)CC)c%12nsnc%11%12)cc%10c(-c%10ccc(CC)s%10)c9s8)c8nsnc78)cc5[Si]6(CC)CC)c5nsnc45)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,-5.46,-3.58,,,
asy-PBDBTN,CCOc1c2ccsc2c(-c2ccc3ccccc3c2)c2cc(-c3ccc(-c4sc(-c5ccc(-c6cc7c(OCC)c8sc(-c9ccc(-c%10sc(-c%11ccc(-c%12cc%13c(OCC)c%14sc(-c%15ccc(-c%16sc(-c%17cccs%17)c%17c%16C(=O)c%16c(CC)sc(CC)c%16C%17=O)s%15)cc%14c(-c%14ccc%15ccccc%15c%14)c%13s%12)s%11)c%11c%10C(=O)c%10c(CC)sc(CC)c%10C%11=O)s9)cc8c(-c8ccc9ccccc9c8)c7s6)s5)c5c4C(=O)c4c(CC)sc(CC)c4C5=O)s3)sc12,CCOc1c2ccsc2c(-c2ccc3ccccc3c2)c2cc(-c3ccc(-c4sc(-c5ccc(-c6cc7c(OCC)c8sc(-c9ccc(-c%10sc(-c%11ccc(-c%12cc%13c(OCC)c%14sc(-c%15ccc(-c%16sc(-c%17cccs%17)c%17c%16C(=O)c%16c(CC)sc(CC)c%16C%17=O)s%15)cc%14c(-c%14ccc%15ccccc%15c%14)c%13s%12)s%11)c%11c%10C(=O)c%10c(CC)sc(CC)c%10C%11=O)s9)cc8c(-c8ccc9ccccc9c8)c7s6)s5)c5c4C(=O)c4c(CC)sc(CC)c4C5=O)s3)sc12,-5.41,-3.58,,,
PBFZ-OP,CCOc1cccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9cccc(OCC)c9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15cccc(OCC)c%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15cccc(OCC)c%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9cccc(OCC)c9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3cccc(OCC)c3)c3ccsc23)c1,CCOc1cccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9cccc(OCC)c9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15cccc(OCC)c%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15cccc(OCC)c%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9cccc(OCC)c9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3cccc(OCC)c3)c3ccsc23)c1,-5.33,-3.01,,,
PTQ9,CCOc1cnc2c(-c3ccc(-c4c(F)cc(-c5ccc(-c6c(F)cc(-c7cccs7)c7ncc(OCC)nc67)s5)c5ncc(OCC)nc45)s3)cc(F)cc2n1,CCOc1cnc2c(-c3ccc(-c4c(F)cc(-c5ccc(-c6c(F)cc(-c7cccs7)c7ncc(OCC)nc67)s5)c5ncc(OCC)nc45)s3)cc(F)cc2n1,-5.41,-2.87,,,
H11,CCOC(=O)/C(C#N)=C\c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC)s6)c6sc(-c7ccc(-c8c(F)c(F)c(-c9ccc(/C=C(\C#N)C(=O)OCC)s9)c9nn(CC)nc89)s7)cc6c(-c6ccc(CC)s6)c5s4)s3)c3nn(CC)nc23)s1,CCOC(=O)/C(C#N)=C\c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC)s6)c6sc(-c7ccc(-c8c(F)c(F)c(-c9ccc(/C=C(\C#N)C(=O)OCC)s9)c9nn(CC)nc89)s7)cc6c(-c6ccc(CC)s6)c5s4)s3)c3nn(CC)nc23)s1,-5.27,-3.45,,,
PFBZ,CCc1sc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F,CCc1sc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F,-5.36,-3.42,,,
PBZ-m-CF3,CCOc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9ccc(OCC)c(C(F)(F)F)c9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15ccc(OCC)c(C(F)(F)F)c%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15ccc(OCC)c(C(F)(F)F)c%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9ccc(OCC)c(C(F)(F)F)c9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3ccc(OCC)c(C(F)(F)F)c3)c3ccsc23)cc1C(F)(F)F,CCOc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9ccc(OCC)c(C(F)(F)F)c9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15ccc(OCC)c(C(F)(F)F)c%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15ccc(OCC)c(C(F)(F)F)c%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9ccc(OCC)c(C(F)(F)F)c9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3ccc(OCC)c(C(F)(F)F)c3)c3ccsc23)cc1C(F)(F)F,-5.49,-3.22,,,
J52-2F,CCc1sc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F,CCc1sc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F,-5.36,-3.42,,,
3BDT-5,CCOC(=O)/C(C#N)=C/c1ccc(-c2sc(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6cc7c(-c8ccc(CC)s8)c8sc(-c9cc%10c(-c%11ccc(CC)s%11)c%11sc(-c%12cc(CC)c(-c%13ccc(/C=C(\C#N)C(=O)OCC)s%13)s%12)cc%11c(-c%11ccc(CC)s%11)c%10s9)cc8c(-c8ccc(CC)s8)c7s6)cc5c(-c5ccc(CC)s5)c4s3)cc2CC)s1,CCOC(=O)/C(C#N)=C/c1ccc(-c2sc(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6cc7c(-c8ccc(CC)s8)c8sc(-c9cc%10c(-c%11ccc(CC)s%11)c%11sc(-c%12cc(CC)c(-c%13ccc(/C=C(\C#N)C(=O)OCC)s%13)s%12)cc%11c(-c%11ccc(CC)s%11)c%10s9)cc8c(-c8ccc(CC)s8)c7s6)cc5c(-c5ccc(CC)s5)c4s3)cc2CC)s1,-5.15,-3.4,1.9,584.0,512.0
HFQx-T,CCOc1c(F)cc(-c2nc3c(-c4cccs4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8ccc(-c9c(F)c(F)c(-c%10ccc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sc(-c%14ccc(-c%15c(F)c(F)c(-c%16ccc(-c%17cc%18c(-c%19ccc(CC)s%19)c%19sccc%19c(-c%19ccc(CC)s%19)c%18s%17)s%16)c%16nc(-c%17cc(F)c(OCC)c(F)c%17)c(-c%17cc(F)c(OCC)c(F)c%17)nc%15%16)s%14)cc%13c(-c%13ccc(CC)s%13)c%12s%11)s%10)c%10nc(-c%11cc(F)c(OCC)c(F)c%11)c(-c%11cc(F)c(OCC)c(F)c%11)nc9%10)s8)cc7c(-c7ccc(CC)s7)c6s5)s4)c3nc2-c2cc(F)c(OCC)c(F)c2)cc1F,CCOc1c(F)cc(-c2nc3c(-c4cccs4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8ccc(-c9c(F)c(F)c(-c%10ccc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sc(-c%14ccc(-c%15c(F)c(F)c(-c%16ccc(-c%17cc%18c(-c%19ccc(CC)s%19)c%19sccc%19c(-c%19ccc(CC)s%19)c%18s%17)s%16)c%16nc(-c%17cc(F)c(OCC)c(F)c%17)c(-c%17cc(F)c(OCC)c(F)c%17)nc%15%16)s%14)cc%13c(-c%13ccc(CC)s%13)c%12s%11)s%10)c%10nc(-c%11cc(F)c(OCC)c(F)c%11)c(-c%11cc(F)c(OCC)c(F)c%11)nc9%10)s8)cc7c(-c7ccc(CC)s7)c6s5)s4)c3nc2-c2cc(F)c(OCC)c(F)c2)cc1F,-5.44,-3.5,1.76,601.0,604.0
PDCBT,CCOC(=O)c1cc(-c2cc(C(=O)OCC)c(-c3ccc(-c4ccc(-c5sc(-c6cc(C(=O)OCC)c(-c7ccc(-c8ccc(-c9sc(-c%10cc(C(=O)OCC)c(-c%11cccs%11)s%10)cc9C(=O)OCC)s8)s7)s6)cc5C(=O)OCC)s4)s3)s2)sc1-c1cccs1,CCOC(=O)c1cc(-c2cc(C(=O)OCC)c(-c3ccc(-c4ccc(-c5sc(-c6cc(C(=O)OCC)c(-c7ccc(-c8ccc(-c9sc(-c%10cc(C(=O)OCC)c(-c%11cccs%11)s%10)cc9C(=O)OCC)s8)s7)s6)cc5C(=O)OCC)s4)s3)s2)sc1-c1cccs1,-5.31,-3.0,1.9,600.0,483.0
PB24-3TDC,CCOC(=O)c1ccsc1-c1ccc(-c2sc(-c3ccc(-c4c(F)c(F)c(-c5ccc(-c6cc(C(=O)OCC)c(-c7ccc(-c8sc(-c9ccc(-c%10c(F)c(F)c(-c%11ccc(-c%12cc(C(=O)OCC)c(-c%13ccc(-c%14sc(-c%15ccc(-c%16c(F)c(F)c(-c%17cccs%17)c%17nn(CC)nc%16%17)s%15)cc%14C(=O)OCC)s%13)s%12)s%11)c%11nn(CC)nc%10%11)s9)cc8C(=O)OCC)s7)s6)s5)c5nn(CC)nc45)s3)cc2C(=O)OCC)s1,CCOC(=O)c1ccsc1-c1ccc(-c2sc(-c3ccc(-c4c(F)c(F)c(-c5ccc(-c6cc(C(=O)OCC)c(-c7ccc(-c8sc(-c9ccc(-c%10c(F)c(F)c(-c%11ccc(-c%12cc(C(=O)OCC)c(-c%13ccc(-c%14sc(-c%15ccc(-c%16c(F)c(F)c(-c%17cccs%17)c%17nn(CC)nc%16%17)s%15)cc%14C(=O)OCC)s%13)s%12)s%11)c%11nn(CC)nc%10%11)s9)cc8C(=O)OCC)s7)s6)s5)c5nn(CC)nc45)s3)cc2C(=O)OCC)s1,,,,,
H13,CCOC(=O)/C(C#N)=C\c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(F)c(CC)s6)c6sc(-c7ccc(-c8c(F)c(F)c(-c9ccc(/C=C(\C#N)C(=O)OCC)s9)c9nn(CC)nc89)s7)cc6c(-c6cc(F)c(CC)s6)c5s4)s3)c3nn(CC)nc23)s1,CCOC(=O)/C(C#N)=C\c1ccc(-c2c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc(F)c(CC)s6)c6sc(-c7ccc(-c8c(F)c(F)c(-c9ccc(/C=C(\C#N)C(=O)OCC)s9)c9nn(CC)nc89)s7)cc6c(-c6cc(F)c(CC)s6)c5s4)s3)c3nn(CC)nc23)s1,-5.43,-3.39,,,
PBDTTT-E-T,CCOC(=O)c1cc2csc(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)cc%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)cc67)cc5c(-c5ccc(CC)s5)c4s3)c2s1,CCOC(=O)c1cc2csc(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)cc%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)cc67)cc5c(-c5ccc(CC)s5)c4s3)c2s1,-5.09,-3.22,,,
