Acceptor,Acceptor SMILES,SMILES,HOMO,LUMO,optbg,wavelength_film,wavelength_soln
BFC-4F,CCC1(CC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3c(F)c(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC)CC)c4nsnc34)cc21,CCC1(CC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3c(F)c(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC)CC)c4nsnc34)cc21,-5.54,-3.82,1.45,,727.0
Y9-2Br,CCc1c(/C=C2\C(=O)c3ccc(Br)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC)nc4c4c5sc6c(CC)c(/C=C7\C(=O)c8ccc(Br)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,CCc1c(/C=C2\C(=O)c3ccc(Br)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC)nc4c4c5sc6c(CC)c(/C=C7\C(=O)c8ccc(Br)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,-5.53,-3.64,1.32,855.0,
BTIC-4F,CCn1c(=O)c2cc(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)sc2c2sc(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)cc2c1=O,CCn1c(=O)c2cc(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)sc2c2sc(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)cc2c1=O,-5.71,-3.95,1.48,739.0,696.0
4T-3,CCc1cc(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc1-c1sc(-c2cc(CC)c(-c3sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc3CC)s2)cc1CC,CCc1cc(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc1-c1sc(-c2cc(CC)c(-c3sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc3CC)s2)cc1CC,-5.86,-3.98,1.52,667.0,599.0
NNBDT,CCc1ccc(C2(c3ccc(CC)cc3)c3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc3-c3sc4c(CC)c5c6c(sc5c(CC)c4c32)-c2sc(/C=C3\C(=O)c4cc5ccccc5cc4C3=C(C#N)C#N)cc2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc3-c3sc4c(CC)c5c6c(sc5c(CC)c4c32)-c2sc(/C=C3\C(=O)c4cc5ccccc5cc4C3=C(C#N)C#N)cc2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.46,-3.94,,,
TPTTT-2F,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c2sc2cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc23)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c2sc2cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc23)cc1,-5.69,-4.01,1.56,724.0,687.0
FOIC,CCc1ccc(C2(c3ccc(CC)cc3)c3c(sc4cc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6ccc(F)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3c(sc4cc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6ccc(F)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.38,-3.91,1.32,836.0,782.0
BTP-N,CCc1sc2c(sc3c4c5nn(CC)nc5c5c6sc7c(CC)c(/C=C8\C(=O)c9cc(F)c(F)cc9C8=C(C#N)C#N)sc7c6n(CC)c5c4n(CC)c23)c1/C=C/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,CCc1sc2c(sc3c4c5nn(CC)nc5c5c6sc7c(CC)c(/C=C8\C(=O)c9cc(F)c(F)cc9C8=C(C#N)C#N)sc7c6n(CC)c5c4n(CC)c23)c1/C=C/C=C1\C(=O)c2cc(F)c(F)cc2C1=C(C#N)C#N,-5.63,-3.98,1.25,876.0,791.0
3TT-CIC,CCc1ccc(C2(c3ccc(CC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6cc(Cl)c(Cl)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6cc(Cl)c(Cl)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.24,-3.95,1.23,885.0,806.0
BDSeThCl,CCc1ccc(C2(c3ccc(CC)cc3)c3cc(/C=C4\C(=O)c5sc(Cl)cc5C4=C(C#N)C#N)sc3-c3[se]c4cc5c6c([se]c5cc4c32)-c2sc(/C=C3\C(=O)c4sc(Cl)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc(/C=C4\C(=O)c5sc(Cl)cc5C4=C(C#N)C#N)sc3-c3[se]c4cc5c6c([se]c5cc4c32)-c2sc(/C=C3\C(=O)c4sc(Cl)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.58,-3.82,1.55,706.0,685.0
IT-OM-2,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(OC)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(OC)cc5C4=C(C#N)C#N)sc23)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(OC)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(OC)cc5C4=C(C#N)C#N)sc23)cc1,-5.49,-3.86,1.59,706.0,678.0
ITIC-6F,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7c(cc(F)c(F)c7F)C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(cc(F)c(F)c5F)C4=C(C#N)C#N)sc23)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7c(cc(F)c(F)c7F)C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(cc(F)c(F)c5F)C4=C(C#N)C#N)sc23)cc1,-5.78,-4.16,1.51,745.0,695.0
o-DOC6-2F,CCOc1c(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC)CC)ccc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC)CC)c1OCC,CCOc1c(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC)CC)ccc(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC)CC)c1OCC,-5.49,-3.83,1.51,744.0,712.0
BTCPDTO4,CCOc1c(OCC)c(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC)CC)c2nsnc2c1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc1C2(CC)CC,CCOc1c(OCC)c(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC)CC)c2nsnc2c1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc1C2(CC)CC,-5.52,-3.9,1.38,795.0,752.0
A702,CCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC)nc4c4c5sc6c(CC)c(/C=C7\C(=O)c8ccc(-c9ccc(-c%10ccc%11c(c%10)C(=C(C#N)C#N)/C(=C/c%10sc%12c(sc%13c%14c%15nn(CC)nc%15c%15c%16sc%17c(CC)c(/C=C%18\C(=O)c%19ccc(-c%20cccs%20)cc%19C%18=C(C#N)C#N)sc%17c%16n(CC)c%15c%14n(CC)c%12%13)c%10CC)C%11=O)s9)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,CCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC)nc4c4c5sc6c(CC)c(/C=C7\C(=O)c8ccc(-c9ccc(-c%10ccc%11c(c%10)C(=C(C#N)C#N)/C(=C/c%10sc%12c(sc%13c%14c%15nn(CC)nc%15c%15c%16sc%17c(CC)c(/C=C%18\C(=O)c%19ccc(-c%20cccs%20)cc%19C%18=C(C#N)C#N)sc%17c%16n(CC)c%15c%14n(CC)c%12%13)c%10CC)C%11=O)s9)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,-5.41,-3.74,,,
AOIC2,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4c(sc23)-c2sc(/C=C3\C(=O)c5cc(F)c(F)cc5C3=C(C#N)C#N)cc2C4(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4c(sc23)-c2sc(/C=C3\C(=O)c5cc(F)c(F)cc5C3=C(C#N)C#N)cc2C4(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1,-5.62,-3.83,1.54,782.0,741.0
MS-4Cl,CCn1nc2c3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc3c3sc4c5c6nsnc6c6c7sc8c9sc(/C=C%10\C(=O)c%11cc(Cl)c(Cl)cc%11C%10=C(C#N)C#N)cc9c9nn(CC)nc9c8c7n(CC)c6c5n(CC)c4c3c2n1,CCn1nc2c3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc3c3sc4c5c6nsnc6c6c7sc8c9sc(/C=C%10\C(=O)c%11cc(Cl)c(Cl)cc%11C%10=C(C#N)C#N)cc9c9nn(CC)nc9c8c7n(CC)c6c5n(CC)c4c3c2n1,-5.68,-3.99,1.37,813.0,742.0
MS-4F,CCn1nc2c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3c3sc4c5c6nsnc6c6c7sc8c9sc(/C=C%10\C(=O)c%11cc(F)c(F)cc%11C%10=C(C#N)C#N)cc9c9nn(CC)nc9c8c7n(CC)c6c5n(CC)c4c3c2n1,CCn1nc2c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3c3sc4c5c6nsnc6c6c7sc8c9sc(/C=C%10\C(=O)c%11cc(F)c(F)cc%11C%10=C(C#N)C#N)cc9c9nn(CC)nc9c8c7n(CC)c6c5n(CC)c4c3c2n1,-5.63,-3.91,1.41,800.0,727.0
NoCA-1,CCOc1c(OCC)c(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC)CC)c2nn(CC)nc2c1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc1C2(CC)CC,CCOc1c(OCC)c(-c2cc3c(s2)-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(CC)CC)c2nn(CC)nc2c1-c1cc2c(s1)-c1sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc1C2(CC)CC,-5.45,-3.88,,822.0,764.0
F9IC,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5c(sc6cc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc65)c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c2sc2cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5c(sc6cc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc65)c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c2sc2cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,-5.52,-3.97,1.49,746.0,710.0
Y25,CCn1nc2c(n1)c1c3sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc3n(CC)c1c1c2c2sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc2n1CC,CCn1nc2c(n1)c1c3sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc3n(CC)c1c1c2c2sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc2n1CC,-5.49,-4.06,,,
ITC6-IC,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5c(CC)c(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c(CC)c(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5c(CC)c(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c(CC)c(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,-5.73,-3.92,1.6,709.0,677.0
IDTT-M-2F,CCc1ccc(C2(c3ccc(C)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5sc(C)cc5C4=C(C#N)C#N)sc23)cc1,CCc1ccc(C2(c3ccc(C)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5sc(C)cc5C4=C(C#N)C#N)sc23)cc1,-5.4,-3.87,1.59,,
O-IDTBR,CCN1C(=O)/C(=C/c2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(CC)CC)-c3sc(-c4ccc(/C=C6\SC(=S)N(CC)C6=O)c6nsnc46)cc3C5(CC)CC)c3nsnc23)SC1=S,CCN1C(=O)/C(=C/c2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(CC)CC)-c3sc(-c4ccc(/C=C6\SC(=S)N(CC)C6=O)c6nsnc46)cc3C5(CC)CC)c3nsnc23)SC1=S,-5.52,-3.89,1.68,673.0,650.0
BTTBo-4FN,CCC(=O)c1cc2c3cc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc8cc(F)c(F)cc8cc7C6=C(C#N)C#N)cc4C5(CC)CC)sc3c3sc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc8cc(F)c(F)cc8cc7C6=C(C#N)C#N)cc4C5(CC)CC)cc3c2s1,CCC(=O)c1cc2c3cc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc8cc(F)c(F)cc8cc7C6=C(C#N)C#N)cc4C5(CC)CC)sc3c3sc(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc8cc(F)c(F)cc8cc7C6=C(C#N)C#N)cc4C5(CC)CC)cc3c2s1,-5.48,-3.86,1.4,763.0,727.0
CTSe-IC,CCC1(CC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3cc4c(s3)-c3sc(-c5cc6c(s5)-c5sc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)cc5C6(CC)CC)cc3C4(CC)CC)cc21,CCC1(CC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3cc4c(s3)-c3sc(-c5cc6c(s5)-c5sc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)cc5C6(CC)CC)cc3C4(CC)CC)cc21,-5.55,-3.9,1.56,725.0,697.0
TTPTTT-2F,N#CC(C#N)=C1/C(=C/c2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3c2sc2cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc23)C(=O)c2ccc(F)cc21,N#CC(C#N)=C1/C(=C/c2cc3sc4c(c3s2)C(c2ccccc2)(c2ccccc2)c2cc3c(cc2-4)C(c2ccccc2)(c2ccccc2)c2c-3sc3c2sc2cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc23)C(=O)c2ccc(F)cc21,-5.67,-4.04,1.54,726.0,697.0
BTIDIC,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(-c2ccc(-c4cc5c(s4)-c4cc6c(cc4C5(CC)CC)-c4sc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)cc4C6(CC)CC)c4nsnc24)sc1-3,CCC1(CC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc(-c2ccc(-c4cc5c(s4)-c4cc6c(cc4C5(CC)CC)-c4sc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)cc4C6(CC)CC)c4nsnc24)sc1-3,-5.48,-3.97,1.47,766.0,713.0
F-BTA3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5c(F)cc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3c(F)cc(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)c5nn(CC)nc35)sc2-4)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc(-c5c(F)cc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CC)nc56)cc32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2cc(-c3c(F)cc(/C=c5/sc(=C(C#N)C#N)n(CC)c5=O)c5nn(CC)nc35)sc2-4)cc1,-5.52,-3.39,,,
X-PCIC,CCc1nc2c(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)c3sc(CC)nc3c(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)c2s1,CCc1nc2c(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)c3sc(CC)nc3c(-c3cc4c(s3)-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc3C4(CC)CC)c2s1,-5.37,-3.79,,,
HF-PCIC,CCC1(CC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3cc(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC)CC)cc3F)cc21,CCC1(CC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc(-c3cc(F)c(-c4cc5c(s4)-c4sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc4C5(CC)CC)cc3F)cc21,-5.53,-3.83,1.5,716.0,682.0
F-Cl,CCC1(CC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5ccc(Cl)cc5C2=C(C#N)C#N)cc1C4(CC)CC)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccc(Cl)cc4C2=C(C#N)C#N)sc1-3,CCC1(CC)c2cc3c(cc2-c2cc4c(cc21)-c1sc(/C=C2\C(=O)c5ccc(Cl)cc5C2=C(C#N)C#N)cc1C4(CC)CC)C(CC)(CC)c1cc(/C=C2\C(=O)c4ccc(Cl)cc4C2=C(C#N)C#N)sc1-3,-5.62,-4.04,1.58,711.0,678.0
i-IEICO-2Cl,CCOc1c(/C=C2\C(=O)c3cc(Cl)ccc3C2=C(C#N)C#N)csc1-c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CC)cc1)c1ccc(CC)cc1)-c1sc(-c2scc(/C=C4\C(=O)c5cc(Cl)ccc5C4=C(C#N)C#N)c2OCC)cc1C3(c1ccc(CC)cc1)c1ccc(CC)cc1,CCOc1c(/C=C2\C(=O)c3cc(Cl)ccc3C2=C(C#N)C#N)csc1-c1cc2c(s1)-c1cc3c(cc1C2(c1ccc(CC)cc1)c1ccc(CC)cc1)-c1sc(-c2scc(/C=C4\C(=O)c5cc(Cl)ccc5C4=C(C#N)C#N)c2OCC)cc1C3(c1ccc(CC)cc1)c1ccc(CC)cc1,-5.42,-3.75,1.57,727.0,709.0
ITIC-3F,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(cc(F)c(F)c5F)C4=C(C#N)C#N)sc23)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(cc(F)c(F)c5F)C4=C(C#N)C#N)sc23)cc1,-5.73,-4.12,1.54,730.0,685.0
GL1,CCC1(CC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc3c4c(sc3c21)-c1sc2c3c(sc2c1C4(CC)CC)-c1sc(/C=C2\C(=O)c4cc(F)c(F)cc4C2=C(C#N)C#N)cc1C3(CC)CC,CCC1(CC)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-c2sc3c4c(sc3c21)-c1sc2c3c(sc2c1C4(CC)CC)-c1sc(/C=C2\C(=O)c4cc(F)c(F)cc4C2=C(C#N)C#N)cc1C3(CC)CC,-5.4,-3.83,1.28,846.0,817.0
ITCC-Cl,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7sc(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5sc(Cl)cc5C4=C(C#N)C#N)sc23)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7sc(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5sc(Cl)cc5C4=C(C#N)C#N)sc23)cc1,-5.4,-3.78,1.66,,
IPTT-2F,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc4n(CC)c23)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c4sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)cc4n(CC)c23)cc1,-5.46,-4.04,1.42,766.0,742.0
ITCC,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7sccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5sccc5C4=C(C#N)C#N)sc23)cc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7sccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5sccc5C4=C(C#N)C#N)sc23)cc1,,,,,
