Acceptor,SMILES
Acceptor QE,CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3
Acceptor GU,CCCCCCCCCCCCCCCCC1(CCCCCCCCCCCCCCCC)c2cc3c(cc2-c2sc4cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc4c21)C(CCCCCCCCCCCCCCCC)(CCCCCCCCCCCCCCCC)c1c-3sc2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc12
Acceptor VN,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc3-c3sc4c(-c5ccc(CC(CC)CCCC)s5)c5c6c(sc5c(-c5ccc(CC(CC)CCCC)s5)c4c32)-c2sc(/C=C3\C(=O)c4c(csc4C)C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor BS,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc3-c3sc4c(OCC(CC)CCCC)c5c6c(sc5c(OCC(CC)CCCC)c4c32)-c2sc(/C=C3\C(=O)c4c(csc4C)C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor M,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7\C6=C(/C#N)c6cc(F)cc(F)c6)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5\C4=C(/C#N)c4cc(F)cc(F)c4)sc23)cc1
Acceptor KG,CCCCC(CCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccc8c9c7ccc[n+]9[Al-3]79(O8)(Oc8ccc(-c%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCC)CCCC)C%15=O)C(=O)N(C(CCCC)CCCC)C%11=O)c%10ccc[n+]7c8%10)Oc7ccc(-c8cc%10c%11c(ccc%12c%13ccc%14c%15c(ccc(c8c%11%12)c%15%13)C(=O)N(C(CCCC)CCCC)C%14=O)C(=O)N(C(CCCC)CCCC)C%10=O)c8ccc[n+]9c78)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCC)CCCC)C5=O
Acceptor IU,CCCCC(CCCC)n1c(=O)c2ccc3c4ccc5c(=O)n(C(CCCC)CCCC)c(=O)c6cc7c8c9cc%10c(=O)n(C(CCCC)CCCC)c(=O)c%11cc(-c%12ccc%13c%14c%12ccc[n+]%14[Al-3]%12%14(O%13)(Oc%13ccc(-c%15cc%16c(=O)n(C(CCCC)CCCC)c(=O)c%17cc%18c%19c%20cc%21c(=O)n(C(CCCC)CCCC)c(=O)c%22ccc%23c%24ccc%25c(=O)n(C(CCCC)CCCC)c(=O)c%26cc(c%19c%19cc%27c(=O)n(C(CCCC)CCCC)c(=O)c%28ccc%29c%15c(c%16%17)c%18c%19c%29c%28%27)c(c%24c%25%26)c%20c%23c%22%21)c%15ccc[n+]%12c%13%15)Oc%12ccc(-c%13cc%15c(=O)n(C(CCCC)CCCC)c(=O)c%16cc%17c%18c%19cc%20c(=O)n(C(CCCC)CCCC)c(=O)c%21ccc%22c%23ccc%24c(=O)n(C(CCCC)CCCC)c(=O)c%25cc(c%18c%18cc%26c(=O)n(C(CCCC)CCCC)c(=O)c%27ccc%28c%13c(c%15%16)c%17c%18c%28c%27%26)c(c%23c%24%25)c%19c%22c%21%20)c%13ccc[n+]%14c%12%13)c%12c%13ccc%14c(=O)n(C(CCCC)CCCC)c(=O)c%15cc(c8c8cc(c1=O)c2c3c8c7c4c56)c(c%13c%14%15)c9c%12c%11%10
Acceptor QV,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)c6sc(C(=O)OCC(CC)CCCC)c(F)c56)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)c5sc(C(=O)OCC(CC)CCCC)c(F)c35)sc2-4)cc1
Acceptor CK,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c6sc(C(=O)OCC(CC)CCCC)c(F)c56)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)c5sc(C(=O)OCC(CC)CCCC)c(F)c35)sc2-4)cc1
Acceptor KX,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7ccc(F)cc7C6=C(C#N)C#N)c6sc(C(=O)OCC(CC)CCCC)c(F)c56)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6ccc(F)cc6C5=C(C#N)C#N)c5sc(C(=O)OCC(CC)CCCC)c(F)c35)sc2-4)cc1
Acceptor LK,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7cc(F)ccc7C6=C(C#N)C#N)c6sc(C(=O)OCC(CC)CCCC)c(F)c56)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6cc(F)ccc6C5=C(C#N)C#N)c5sc(C(=O)OCC(CC)CCCC)c(F)c35)sc2-4)cc1
Acceptor QT,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)sc3-c3sc4c(OCC(CC)CCCC)c5c6c(sc5c(OCC(CC)CCCC)c4c32)-c2sc(/C=C3\C(=O)c4cc(Cl)c(Cl)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor FH,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(/C=C4\C(=O)c6cc(F)c(F)cc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor AM,CCCCC(CC)Cc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC(CC)CCCC)c(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21
Acceptor VP,CCCCCCCCN1C(=O)C(=Cc2ccc(-c3ccc(/C=C4\SC(=S)N(CCCCCCCC)C4=O)s3)s2)C(=O)N(CCCCCCCC)C1=O
Acceptor LA,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2cc4c(cc21)-c1sc2cc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)sc2c1C4(CCCCCCCC)CCCCCCCC)C(CCCCCCCC)(CCCCCCCC)c1c-3sc2cc(/C=C3\C(=O)c4ccccc4C3=C(C#N)C#N)sc12
Acceptor RA,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3cc4ccc5c6c(cc7ccc(c32)c4c75)-c2sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor BI,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc3-c3cc4ccc5cc6c(c7ccc(c32)c4c57)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2-6)cc1
Acceptor GO,CCCCCCCCN1C(=O)/C(=C/c2ccc(/C=C3\SC(=S)N(CCCCCCCC)C3=O)s2)SC1=S
Acceptor NG,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(cc4ccc5c6c(cc7ccc3c4c75)-c3sc4cc(/C=C5\C(=O)c7cc(F)c(F)cc7C5=C(C#N)C#N)sc4c3C6(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)-c3sc4cc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)sc4c32)cc1
Acceptor CI,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c4c(sc23)-c2cc3c(cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc(/C=C4\C(=O)c5cc(Cl)c(Cl)cc5C4=C(C#N)C#N)cc2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor WN,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3c4c(sc23)-c2cc3c(cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)-c2sc4cc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)sc4c2C3(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor RY,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5scc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c5SCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3scc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)c3SCC(CC)CCCC)sc2-4)cc1
Acceptor ,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccc8c(c7)C7(c9ccccc9-c9ccccc97)c7cc(-c9cc%10c%11c(ccc%12c%13ccc%14c%15c(ccc(c9c%11%12)c%15%13)C(=O)N(C(CCCCCC)CCCCCC)C%14=O)C(=O)N(C(CCCCCC)CCCCCC)C%10=O)ccc7-8)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCC)CCCCCC)C5=O
Acceptor IM,CCCCCCC(CCCCCC)n1c(=O)c2ccc3c4ccc5c(=O)n(C(CCCCCC)CCCCCC)c(=O)c6cc7c8sc(-c9cc(-c%10cc%11c%12cc%13c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%14ccc%15c%16ccc%17c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%18cc(c%11s%10)c(c%16c%17%18)c%12c%15c%14%13)c(-c%10cc%11c%12cc%13c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%14ccc%15c%16ccc%17c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%18cc(c%11s%10)c(c%16c%17%18)c%12c%15c%14%13)cc9-c9cc%10c%11cc%12c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%13ccc%14c%15ccc%16c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%17cc(c%10s9)c(c%15c%16%17)c%11c%14c%13%12)cc8c8cc(c1=O)c2c3c8c7c4c56
Acceptor CE,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5ccc(/C=C6\SC(=S)N(CC)C6=O)c6nsnc56)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3ccc(/C=C5/SC(=S)N(CC)C5=O)c5nsnc35)sc2-4)cc1
Acceptor WX,CCCCCCC(CCCC)Cc1cc(-c2ccc(C=C(C#N)C#N)c3nsnc23)sc1-c1nc2sc(-c3sc(-c4ccc(C=C(C#N)C#N)c5nsnc45)cc3CC(CCCC)CCCCCC)nc2s1
Acceptor KE,CCCCCCC(CCCC)Cc1cc(-c2ccc(/C=c3\sc(=C(C#N)C#N)n(CC)c3=O)c3nsnc23)sc1-c1nc2sc(-c3sc(-c4ccc(/C=c5\sc(=C(C#N)C#N)n(CC)c5=O)c5nsnc45)cc3CC(CCCC)CCCCCC)nc2s1
Acceptor HF,CCCCCCc1cccc(C2(c3cccc(CCCCCC)c3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc32)C(c2cccc(CCCCCC)c2)(c2cccc(CCCCCC)c2)c2c-4sc3c4c(sc23)-c2cc3c(cc2C4(c2cccc(CCCCCC)c2)c2cccc(CCCCCC)c2)-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc2C3(c2cccc(CCCCCC)c2)c2cccc(CCCCCC)c2)c1
Acceptor OD,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(-c4ccc(CC(CC)CCCC)s4)c4c(c(-c5ccc(CC(CC)CCCC)s5)c3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)cc1
Acceptor MA,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(-c4ccc(CC(CC)CCCC)s4)c4c(c(-c5ccc(CC(CC)CCCC)s5)c3-c3sc5cc(/C=C6\C(=O)c7c(csc7C)C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc23)cc1
Acceptor PZ,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(-c4ccc(CC(CC)CCCC)s4)c4c(c(-c5ccc(CC(CC)CCCC)s5)c3-c3sc5cc(/C=C6\C(=O)c7c(C)sc(C)c7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5c(C)sc(C)c5C4=C(C#N)C#N)sc23)cc1
Acceptor QL,CCCCCCC(CCCCCC)n1c(=O)c2ccc3c4ccc5c(=O)n(C(CCCCCC)CCCCCC)c(=O)c6cc7c8sc(-c9cc%10cc(-c%11cc%12c%13cc%14c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%15ccc%16c%17ccc%18c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%19cc(c%12s%11)c(c%17c%18%19)c%13c%16c%15%14)c(-c%11cc%12c%13cc%14c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%15ccc%16c%17ccc%18c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%19cc(c%12s%11)c(c%17c%18%19)c%13c%16c%15%14)cc%10cc9-c9cc%10c%11cc%12c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%13ccc%14c%15ccc%16c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%17cc(c%10s9)c(c%15c%16%17)c%11c%14c%13%12)cc8c8cc(c1=O)c2c3c8c7c4c56
Acceptor UZ,CCCCCCC(CCCCCC)n1c(=O)c2ccc3c4ccc5c(=O)n(C(CCCCCC)CCCCCC)c(=O)c6cc7c8sc(-c9ccc(-c%10cc%11c%12cc%13c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%14ccc%15c%16ccc%17c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%18cc(c%11s%10)c(c%16c%17%18)c%12c%15c%14%13)c%10c(-c%11cc%12c%13cc%14c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%15ccc%16c%17ccc%18c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%19cc(c%12s%11)c(c%17c%18%19)c%13c%16c%15%14)ccc(-c%11cc%12c%13cc%14c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%15ccc%16c%17ccc%18c(=O)n(C(CCCCCC)CCCCCC)c(=O)c%19cc(c%12s%11)c(c%17c%18%19)c%13c%16c%15%14)c9%10)cc8c8cc(c1=O)c2c3c8c7c4c56
Acceptor RP,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(OC)c(OC)cc5C4=C(C#N)C#N)sc23)cc1
Acceptor AH,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1
Acceptor MG,CCCCCCCC(CCCC)Cc1ccc(C2(c3ccc(CC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cscc6C5=C(C#N)C#N)cc32)sc2cc3c(cc24)C(c2ccc(CC(CCCC)CCCCCC)cc2)(c2ccc(CC(CCCC)CCCCCC)cc2)c2cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc2-3)cc1
Acceptor EB,CCCCCCCC(CCCC)Cc1ccc(C2(c3ccc(CC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)sc2cc3c(cc24)C(c2ccc(CC(CCCC)CCCCCC)cc2)(c2ccc(CC(CCCC)CCCCCC)cc2)c2cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc2-3)cc1
Acceptor KF,CCCCCCCC(CCCC)Cc1ccc(C2(c3ccc(CC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc32)sc2cc3c(cc24)C(c2ccc(CC(CCCC)CCCCCC)cc2)(c2ccc(CC(CCCC)CCCCCC)cc2)c2cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc2-3)cc1
Acceptor GH,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4cc(F)c(F)cc4C2=C(C#N)C#N)sc1-3
Acceptor CA,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7sc8ccccc8c7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5sc6ccccc6c5C4=C(C#N)C#N)sc23)cc1
Acceptor NM,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccc(C)cc5C4=C(C#N)C#N)sc3-c3sc4c(-c5cc6sc(CC(CC)CCCC)cc6s5)c5c6c(sc5c(-c5cc7sc(CC(CC)CCCC)cc7s5)c4c32)-c2sc(/C=C3\C(=O)c4ccc(C)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor LH,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccc(F)cc5C4=C(C#N)C#N)sc3-c3sc4c(-c5cc6sc(CC(CC)CCCC)cc6s5)c5c6c(sc5c(-c5cc7sc(CC(CC)CCCC)cc7s5)c4c32)-c2sc(/C=C3\C(=O)c4ccc(F)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor MW,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc3-c3sc4c(-c5ccc(CC(CC)CCCC)s5)c5c6c(sc5c(-c5ccc(CC(CC)CCCC)s5)c4c32)-c2sc3cc(/C=C4\C(=O)c5c(csc5C)C4=C(C#N)C#N)sc3c2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor UF,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5cc(Cl)sc5C4=C(C#N)C#N)sc3-c3[se]c4cc5c6c([se]c5cc4c32)-c2sc(/C=C3\C(=O)c4cc(Cl)sc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor PA,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(/C=C4\C(=O)c5ccc(Cl)cc5C4=C(C#N)C#N)sc3-c3[se]c4cc5c6c([se]c5cc4c32)-c2sc(/C=C3\C(=O)c4ccc(Cl)cc4C3=C(C#N)C#N)cc2C6(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1
Acceptor OC,CCCCCCC(CCCCCC)N1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccc(-c8c(-c9ccc(-c%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCCC)CCCCCC)C%15=O)C(=O)N(C(CCCCCC)CCCCCC)C%11=O)cc9)c(-c9ccc(-c%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCCC)CCCCCC)C%15=O)C(=O)N(C(CCCCCC)CCCCCC)C%11=O)cc9)c(-c9ccc(-c%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCCC)CCCCCC)C%15=O)C(=O)N(C(CCCCCC)CCCCCC)C%11=O)cc9)c(-c9ccc(-c%10cc%11c%12c(ccc%13c%14ccc%15c%16c(ccc(c%10c%12%13)c%16%14)C(=O)N(C(CCCCCC)CCCCCC)C%15=O)C(=O)N(C(CCCCCC)CCCCCC)C%11=O)cc9)c8-c8ccc(-c9cc%10c%11c(ccc%12c%13ccc%14c%15c(ccc(c9c%11%12)c%15%13)C(=O)N(C(CCCCCC)CCCCCC)C%14=O)C(=O)N(C(CCCCCC)CCCCCC)C%10=O)cc8)cc7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCCC)CCCCCC)C5=O
Acceptor PN,CCCCCCCCCCC(CCCCCCCC)N1C(=O)c2ccc3c4c(C#Cc5ccc(N(c6ccccc6)c6ccc(C#Cc7cc8c9c(cc%10c%11c%12c(cc%13c%14c(ccc(c7c9%11)c%14%12)C(=O)N(C(CCCCCCCC)CCCCCCCCCC)C%13=O)OC%10(C)C)C(=O)N(C(CCCCCCCC)CCCCCCCCCC)C8=O)cc6)cc5)cc5c6c(cc7c(c8c(cc(c2c38)C1=O)OC7(C)C)c64)C(=O)N(C(CCCCCCCC)CCCCCCCCCC)C5=O
Acceptor QX,CCCCCCCCCCC(CCCCCCCC)N1C(=O)c2ccc3c4c(C#Cc5ccc(N(c6ccc(C#Cc7cc8c9c(cc%10c%11c%12c(cc%13c%14c(ccc(c7c9%11)c%14%12)C(=O)N(C(CCCCCCCC)CCCCCCCCCC)C%13=O)OC%10(C)C)C(=O)N(C(CCCCCCCC)CCCCCCCCCC)C8=O)cc6)c6ccc(C#Cc7cc8c9c(cc%10c%11c%12c(cc%13c%14c(ccc(c7c9%11)c%14%12)C(=O)N(C(CCCCCCCC)CCCCCCCCCC)C%13=O)OC%10(C)C)C(=O)N(C(CCCCCCCC)CCCCCCCCCC)C8=O)cc6)cc5)cc5c6c(cc7c(c8c(cc(c2c38)C1=O)C(C)(C)O7)c64)C(=O)N(C(CCCCCCCC)CCCCCCCCCC)C5=O
Acceptor RC,CCCCCC(CCCCC)N1C(=O)c2ccc3c4ccc5c6c(c(-c7ccc(-c8ccc(-c9cc%10c%11ccc%12c%13c(ccc(c%14ccc%15c(c9C(=O)N(C(CCCCC)CCCCC)C%15=O)c%14%10)c%13%11)C(=O)N(C(CCCCC)CCCCC)C%12=O)s8)s7)cc(c7ccc(c2c37)C1=O)c64)C(=O)N(C(CCCCC)CCCCC)C5=O
Acceptor MT,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(-c4cc5c6ccc7c8c(ccc(c9ccc%10c(c4C(=O)N(C(CCCCC)CCCCC)C%10=O)c95)c86)C(=O)N(C(CCCCC)CCCCC)C7=O)s3)ccc2-c2ccc(-c3ccc(-c4cc5c6ccc7c8c(ccc(c9ccc%10c(c4C(=O)N(C(CCCCC)CCCCC)C%10=O)c95)c86)C(=O)N(C(CCCCC)CCCCC)C7=O)s3)cc21
Acceptor CJ,CCCCCC[Si]1(CCCCCC)c2cc(/C=C3\C(=O)c4ccc(F)cc4C3=C(C#N)C#N)sc2-c2sc3c4c(sc3c21)-c1sc(/C=C2\C(=O)c3ccc(F)cc3C2=C(C#N)C#N)cc1[Si]4(CCCCCC)CCCCCC
Acceptor QG,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc4c(c21)C(CCCCCCCC)(CCCCCCCC)c1cc2c(cc1-4)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc1-2)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3
Acceptor KI,CCCCCCCCC1(CCCCCCCC)c2cc3c(cc2-c2sc4c(c21)C(CCCCCCCC)(CCCCCCCC)c1cc2c(cc1-4)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc1-2)C(c1ccc(CCCCCC)cc1)(c1ccc(CCCCCC)cc1)c1cc(/C=C2\C(=O)c4cc(F)c(F)cc4C2=C(C#N)C#N)sc1-3
Acceptor HT,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5cc(-c6ccc(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)s6)c(-c6ccc(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)s6)s5)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3cc(-c5ccc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)s5)c(-c5ccc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)s5)s3)sc2-4)cc1
