,SMILE,R_grp_SMILES,Name,Comments,R_grp_BigSMILES
170,Cc1sc2c(c3ccc(OCC(CC)CCCC)c(C(F)(F)F)c3)c3cc(c4ccc(c5c6nn(CC(CCCCCC)CCCCCCCC)nc6c(c6ccc(C)s6)c(F)c5F)s4)sc3c(c3ccc(OCC(CC)CCCC)c(C(F)(F)F)c3)c2c1,Cc1sc2c(c3ccc(O[R4])c(C(F)(F)F)c3)c3cc(c4ccc(c5c6nn([R1])nc6c(c6ccc(C)s6)c(F)c5F)s4)sc3c(c3ccc(O[R4])c(C(F)(F)F)c3)c2c1,PBZ-m-CF3,,{([$])c1sc2c(c3ccc(O[R4])c(C(F)(F)F)c3)c3cc(c4ccc(c5c6nn([R1])nc6c(c6ccc([$])s6)c(F)c5F)s4)sc3c(c3ccc(O[R4])c(C(F)(F)F)c3)c2c1}
171,Cc1sc2c(c3sc(SCC(CC)CCCC)cc3)c3cc(c4ccc(c5c6c(C(N(CCCCCCCC)C6=O)=O)c(c6ccc(C)s6)c6nn(CCCCCCCC)nc56)s4)sc3c(c3sc(SCC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc(S[R4])cc3)c3cc(c4ccc(c5c6c(C(N([R2])C6=O)=O)c(c6ccc(C)s6)c6nn([R2])nc56)s4)sc3c(c3sc(S[R4])cc3)c2c1,PTzBI,,{([$])c1sc2c(c3sc(S[R4])cc3)c3cc(c4ccc(c5c6c(C(N([R2])C6=O)=O)c(c6ccc([$])s6)c6nn([R2])nc56)s4)sc3c(c3sc(S[R4])cc3)c2c1}
172,Cc1ccc(c2c3nn(CC(CCCCCC)CCCCCCCC)nc3c(c3ccc(c4sc5c(c6ccc(c7ccc(SCC(CCCCCC)CCCCCCCC)cc7)cc6)c6cc(C)sc6c(c6ccc(c7ccc(SCC(CCCCCC)CCCCCCCC)cc7)cc6)c5c4)s3)c(F)c2F)s1,Cc1ccc(c2c3nn([R1])nc3c(c3ccc(c4sc5c(c6ccc(c7ccc(S[R1])cc7)cc6)c6cc(C)sc6c(c6ccc(c7ccc(S[R1])cc7)cc6)c5c4)s3)c(F)c2F)s1,PBDTTz-SBP,,{([$])c1ccc(c2c3nn([R1])nc3c(c3ccc(c4sc5c(c6ccc(c7ccc(S[R1])cc7)cc6)c6cc([$])sc6c(c6ccc(c7ccc(S[R1])cc7)cc6)c5c4)s3)c(F)c2F)s1}
173,Cc1cc(SCCCCCCCCCCCC)c(c2c(C(N(CC(CCCCCC)CCCCCCCC)C3=O)=O)c3c(c3sc(c4cc5c(c6ccc([Si](CCC)(CCC)(CCC))s6)c(sc(C)c6)c6c(c6ccc([Si](CCC)(CCC)(CCC))s6)c5s4)cc3SCCCCCCCCCCCC)s2)s1,Cc1cc([R5])c(c2c(C(N([R1])C3=O)=O)c3c(c3sc(c4cc5c(c6ccc([R3])s6)c(sc(C)c6)c6c(c6ccc([R3])s6)c5s4)cc3[R5])s2)s1,PJ1,,{([$])c1cc([R5])c(c2c(C(N([R1])C3=O)=O)c3c(c3sc(c4cc5c(c6ccc([R3])s6)c(sc([$])c6)c6c(c6ccc([R3])s6)c5s4)cc3[R5])s2)s1}
174,[Si](CCC)(CCC)(CCC)c1ccc(c2c(sc(C)c3)c3c(c3ccc([Si](CCC)(CCC)(CCC))s3)c3c2cc(c2sc(c4sc(c5ccc(C)s5)c5c4C(c4c(CC(CC)CCCC)sc(CC(CC)CCCC)c4C5=O)=O)cc2)s3)s1,[R3]c1ccc(c2c(sc(C)c3)c3c(c3ccc([R3])s3)c3c2cc(c2sc(c4sc(c5ccc(C)s5)c5c4C(c4c([R4])sc([R4])c4C5=O)=O)cc2)s3)s1,PJ2,,{[R3]c1ccc(c2c(sc([$])c3)c3c(c3ccc([R3])s3)c3c2cc(c2sc(c4sc(c5ccc([$])s5)c5c4C(c4c([R4])sc([R4])c4C5=O)=O)cc2)s3)s1}
175,[Si](CCC)(CCC)(CCC)c1ccc(c2c(sc(C)c3)c3c(c3ccc([Si](CCC)(CCC)(CCC))s3)c3c2cc(c2sc(c4c5nsnc5c(c5sc(C)c(CC(CCCCCCCC)CCCCCCCCCC)c5)c(F)c4F)cc2CC(CCCCCCCC)CCCCCCCCCC)s3)s1,[R3]c1ccc(c2c(sc(C)c3)c3c(c3ccc([R3])s3)c3c2cc(c2sc(c4c5nsnc5c(c5sc(C)c([R6])c5)c(F)c4F)cc2[R6])s3)s1,PJ3,,{[R3]c1ccc(c2c(sc([$])c3)c3c(c3ccc([R3])s3)c3c2cc(c2sc(c4c5nsnc5c(c5sc([$])c([R6])c5)c(F)c4F)cc2[R6])s3)s1}
176,Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4c5sc(c6ccc(C(OCC(CC)CCCC)=O)s6)c(Cl)c5c(C)s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c5sc(c6ccc(C(O[R4])=O)s6)c(Cl)c5c(C)s4)sc3c(c3sc([R4])cc3)c2c1,2D-PBTCl,,{([$])c1sc2c(c3sc([R4])cc3)c3cc(c4c5sc(c6ccc(C(O[R4])=O)s6)c(Cl)c5c([$])s4)sc3c(c3sc([R4])cc3)c2c1}
177,Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4c5sc(c6c(Cl)cc(C(OCC(CC)CCCC)=O)s6)c(Cl)c5c(C)s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c5sc(c6c(Cl)cc(C(O[R4])=O)s6)c(Cl)c5c(C)s4)sc3c(c3sc([R4])cc3)c2c1,2D-PBTCl2,,{([$])c1sc2c(c3sc([R4])cc3)c3cc(c4c5sc(c6c(Cl)cc(C(O[R4])=O)s6)c(Cl)c5c([$])s4)sc3c(c3sc([R4])cc3)c2c1}
178,Cc1sc2c(c3sc(CC(CC)CCCC)c(Cl)c3)c3cc(c4c5sc(C(OCC(CC)CCCC)=O)c(F)c5c(C)s4)sc3c(c3sc(CC(CC)CCCC)c(Cl)c3)c2c1,Cc1sc2c(c3sc([R4])c(Cl)c3)c3cc(c4c5sc(C(O[R4])=O)c(F)c5c(C)s4)sc3c(c3sc([R4])c(Cl)c3)c2c1,PBClT,,{([$])c1sc2c(c3sc([R4])c(Cl)c3)c3cc(c4c5sc(C(O[R4])=O)c(F)c5c([$])s4)sc3c(c3sc([R4])c(Cl)c3)c2c1}
179,Cc1sc2c(OCC(CC)CCCC)c3cc(c4ccc(c5sc(c6ccc(C)s6)c6c5C(c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)=O)s4)sc3c(OCC(CC)CCCC)c2c1,Cc1sc2c(O[R4])c3cc(c4ccc(c5sc(c6ccc(C)s6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(O[R4])c2c1,PBDB-O,,{([$])c1sc2c(O[R4])c3cc(c4ccc(c5sc(c6ccc([$])s6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(O[R4])c2c1}
180,Cc1sc2c(c3ccc(SCC(CC)CCCC)cc3)c3cc(c4ccc(c5c6nonc6c(c6ccc(C)s6)c(OSCCCCCCCCCCCC)c5OSCCCCCCCCCCCC)s4)sc3c(c3ccc(SCC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3ccc(S[R4])cc3)c3cc(c4ccc(c5c6nonc6c(c6ccc(C)s6)c(O[R5])c5O[R5])s4)sc3c(c3ccc(S[R4])cc3)c2c1,PBO,,{([$])c1sc2c(c3ccc(S[R4])cc3)c3cc(c4ccc(c5c6nonc6c(c6ccc([$])s6)c(O[R5])c5O[R5])s4)sc3c(c3ccc(S[R4])cc3)c2c1}
181,Cc1ccc(c2c3nn(CC(CCCCCC)CCCCCCCC)nc3c(c3ccc(c4sc5c(c6sc(CC(CC)CCCC)c(F)c6)c6cc(C)sc6c(c6sc(CC(CC)CCCC)c(F)c6)c5c4)s3)c(F)c2F)s1,Cc1ccc(c2c3nn([R1])nc3c(c3ccc(c4sc5c(c6sc([R4])c(F)c6)c6cc(C)sc6c(c6sc([R4])c(F)c6)c5c4)s3)c(F)c2F)s1,PFBZ,,{([$])c1ccc(c2c3nn([R1])nc3c(c3ccc(c4sc5c(c6sc([R4])c(F)c6)c6cc([$])sc6c(c6sc([R4])c(F)c6)c5c4)s3)c(F)c2F)s1}
182,SCC(CCCCCC)CCCCc1c2cc(C)sc2c(SCC(CCCCCC)CCCC)c2cc(c3ccc(c4c5nn(SCC(CCCCCC)CCCC)nc5c(c5ccc(C)s5)cc4)s3)sc21,[R7]c1c2cc(C)sc2c([R7])c2cc(c3ccc(c4c5nn([R7])nc5c(c5ccc(C)s5)cc4)s3)sc21,HTAZ,,{[R7]c1c2cc([$])sc2c([R7])c2cc(c3ccc(c4c5nn([R7])nc5c(c5ccc([$])s5)cc4)s3)sc21}
183,Cc1oc2c(c3ccc(OCC(CC)CCCC)cc3)c3cc(c4ccc(c5sc(c6ccc(C)s6)c6c5C(c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)=O)s4)sc3c(c3ccc(OCC(CC)CCCC)cc3)c2c1,Cc1oc2c(c3ccc(O[R4])cc3)c3cc(c4ccc(c5sc(c6ccc(C)s6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3ccc(O[R4])cc3)c2c1,TBF-BDD,,{([$])c1oc2c(c3ccc(O[R4])cc3)c3cc(c4ccc(c5sc(c6ccc([$])s6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3ccc(O[R4])cc3)c2c1}
184,Cc1oc2c(c3ccc(OCC(CC)CCCC)cc3)c3cc(c4ccc(c5c6nsnc6c(c6ccc(C)s6)c(OCCCCCCCC)c5OCCCCCCCC)s4)sc3c(c3ccc(OCC(CC)CCCC)cc3)c2c1,Cc1oc2c(c3ccc(O[R4])cc3)c3cc(c4ccc(c5c6nsnc6c(c6ccc(C)s6)c(O[R2])c5O[R2])s4)sc3c(c3ccc(O[R4])cc3)c2c1,TBF-BT,,{([$])c1oc2c(c3ccc(O[R4])cc3)c3cc(c4ccc(c5c6nsnc6c(c6ccc([$])s6)c(O[R2])c5O[R2])s4)sc3c(c3ccc(O[R4])cc3)c2c1}
185,Cc1sc2c(c3cc(F)c(CCC(CC)CCCC)c(F)c3)c3cc(c4ccc(c5c6nsnc6c(c6ccc(C)s6)c(OSCCCCCCCCCCCC)c5OSCCCCCCCCCCCC)s4)sc3c(c3cc(F)c(CCC(CC)CCCC)c(F)c3)c2c1,Cc1sc2c(c3cc(F)c(C[R4])c(F)c3)c3cc(c4ccc(c5c6nsnc6c(c6ccc(C)s6)c(O[R5])c5O[R5])s4)sc3c(c3cc(F)c(C[R4])c(F)c3)c2c1,PTFBDT,,{([$])c1sc2c(c3cc(F)c(C[R4])c(F)c3)c3cc(c4ccc(c5c6nsnc6c(c6ccc([$])s6)c(O[R5])c5O[R5])s4)sc3c(c3cc(F)c(C[R4])c(F)c3)c2c1}
186,Cc1sc2c(c3ccc(SCC(CC)CCCC)cc3)c3cc(c4ccc(c5c6nsnc6c(c6ccc(C)s6)c(OSCCCCCCCCCCCC)c5OSCCCCCCCCCCCC)s4)sc3c(c3ccc(SCC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3ccc(S[R4])cc3)c3cc(c4ccc(c5c6nsnc6c(c6ccc(C)s6)c(O[R5])c5O[R5])s4)sc3c(c3ccc(S[R4])cc3)c2c1,PBT,,{([$])c1sc2c(c3ccc(S[R4])cc3)c3cc(c4ccc(c5c6nsnc6c(c6ccc([$])s6)c(O[R5])c5O[R5])s4)sc3c(c3ccc(S[R4])cc3)c2c1}
187,Cc1ccc(c2c3nc(c4ccc(OCC(CC)CCCC)c(F)c4)c(c4cc(F)c(OCC(CC)CCCC)cc4)nc3c(c3ccc(c4sc5c(c6sc(CC(CC)CCCC)cc6)c6cc(C)sc6c(c6sc(CC(CC)CCCC)cc6)c5c4)s3)c(F)c2F)s1,Cc1ccc(c2c3nc(c4ccc(O[R4])c(F)c4)c(c4cc(F)c(O[R4])cc4)nc3c(c3ccc(c4sc5c(c6sc([R4])cc6)c6cc(C)sc6c(c6sc([R4])cc6)c5c4)s3)c(F)c2F)s1,PffQx-T,,{([$])c1ccc(c2c3nc(c4ccc(O[R4])c(F)c4)c(c4cc(F)c(O[R4])cc4)nc3c(c3ccc(c4sc5c(c6sc([R4])cc6)c6cc([$])sc6c(c6sc([R4])cc6)c5c4)s3)c(F)c2F)s1}
188,Cc1ccc(c2c3nc(c4ccc(OCC(CC)CCCC)c(F)c4)c(c4cc(F)c(OCC(CC)CCCC)cc4)nc3c(c3ccc(c4sc5c(c6ccc(SCC(CC)CCCC)cc6)c6cc(C)sc6c(c6ccc(SCC(CC)CCCC)cc6)c5c4)s3)c(F)c2F)s1,Cc1ccc(c2c3nc(c4ccc(O[R4])c(F)c4)c(c4cc(F)c(O[R4])cc4)nc3c(c3ccc(c4sc5c(c6ccc(S[R4])cc6)c6cc(C)sc6c(c6ccc(S[R4])cc6)c5c4)s3)c(F)c2F)s1,PffQx-PS,,{([$])c1ccc(c2c3nc(c4ccc(O[R4])c(F)c4)c(c4cc(F)c(O[R4])cc4)nc3c(c3ccc(c4sc5c(c6ccc(S[R4])cc6)c6cc([$])sc6c(c6ccc(S[R4])cc6)c5c4)s3)c(F)c2F)s1}
