Donor,Acceptor,HOMO_D_eV,LUMO_D_eV,HOMO_A_eV,LUMO_A_eV,D_A_ratio_m_m,solvent,solvent_additive,annealing_temperature,hole_contact_layer,electron_contact_layer,PCE_percent,calc_PCE_percent,Voc_V,FF_percent,DA_manual_tokenized,DA_manual_tokenized_aug
PffBT4T-2OD,FBR,-5.32,-3.695,-5.786666666666666,-3.673333333333333,0.714,o-DCB:CB (1:1),_,25.0,MoOx,ZnO,7.04,7.0,1.11,50.0,"[0, 0, 0, 69, 22, 95, 7, 9, 1, 240, 56, 221, 225, 221, 56, 240]","[[0, 0, 0, 69, 22, 95, 7, 9, 1, 240, 56, 221, 225, 221, 56, 240], [0, 0, 0, 9, 69, 22, 95, 7, 1, 240, 56, 221, 225, 221, 56, 240], [0, 0, 0, 7, 9, 69, 22, 95, 1, 240, 56, 221, 225, 221, 56, 240], [0, 0, 0, 95, 7, 9, 69, 22, 1, 240, 56, 221, 225, 221, 56, 240], [0, 0, 0, 22, 95, 7, 9, 69, 1, 240, 56, 221, 225, 221, 56, 240]]"
PBT1-C,IT-4F,-5.449999999999999,-3.41,-5.66875,-4.060416666666667,1.0,CB,DIO,25.0,MoO3,ZnO,10.9,10.97,0.79,70.5,"[0, 0, 0, 0, 164, 7, 100, 9, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 164, 7, 100, 9, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 9, 164, 7, 100, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 100, 9, 164, 7, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 7, 100, 9, 164, 1, 217, 79, 219, 221, 219, 79, 217]]"
PBT1-C-2Cl,IT-4F,-5.59,-3.53,-5.66875,-4.060416666666667,1.0,CB,DIO,25.0,MoO3,ZnO,12.7,12.75,0.85,76.0,"[0, 0, 0, 0, 197, 198, 100, 199, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 197, 198, 100, 199, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 199, 197, 198, 100, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 100, 199, 197, 198, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 198, 100, 199, 197, 1, 217, 79, 219, 221, 219, 79, 217]]"
J71,IT-IC,-5.353333333333333,-3.4318181818181825,-5.58,-3.88,0.833,CF,_,25.0,PEDOT:PSS,PDINO,9.3,9.04,0.96,63.6,"[0, 0, 0, 0, 6, 7, 8, 9, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 6, 7, 8, 9, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 9, 6, 7, 8, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 8, 9, 6, 7, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 7, 8, 9, 6, 1, 222, 79, 219, 221, 219, 79, 222]]"
J71,BDT-IC,-5.353333333333333,-3.4318181818181825,-5.51,-3.9,0.833,CF,_,25.0,PEDOT:PSS,PDINO,10.9,10.42,0.92,65.5,"[0, 0, 6, 7, 8, 9, 1, 222, 7, 219, 218, 221, 218, 219, 7, 222]","[[0, 0, 6, 7, 8, 9, 1, 222, 7, 219, 218, 221, 218, 219, 7, 222], [0, 0, 9, 6, 7, 8, 1, 222, 7, 219, 218, 221, 218, 219, 7, 222], [0, 0, 8, 9, 6, 7, 1, 222, 7, 219, 218, 221, 218, 219, 7, 222], [0, 0, 7, 8, 9, 6, 1, 222, 7, 219, 218, 221, 218, 219, 7, 222]]"
PBDB-T-2F,IT-4F,-5.47,-3.67,-5.66875,-4.060416666666667,1.0,CB,_,100.0,PEDOT:PSS,PFN-Br,13.59,13.59,0.86,76.0,"[0, 0, 0, 0, 99, 7, 100, 9, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 99, 7, 100, 9, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 9, 99, 7, 100, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 100, 9, 99, 7, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 7, 100, 9, 99, 1, 217, 79, 219, 221, 219, 79, 217]]"
PBDB-T-2F,IT-4Cl,-5.47,-3.67,-5.75,-4.09,1.0,CF,_,100.0,PEDOT:PSS,PFN-Br,12.67,12.67,0.78,73.0,"[0, 0, 0, 0, 99, 7, 100, 9, 1, 231, 79, 219, 221, 219, 79, 231]","[[0, 0, 0, 0, 99, 7, 100, 9, 1, 231, 79, 219, 221, 219, 79, 231], [0, 0, 0, 0, 9, 99, 7, 100, 1, 231, 79, 219, 221, 219, 79, 231], [0, 0, 0, 0, 100, 9, 99, 7, 1, 231, 79, 219, 221, 219, 79, 231], [0, 0, 0, 0, 7, 100, 9, 99, 1, 231, 79, 219, 221, 219, 79, 231]]"
PBDB-T-2Cl,IT-4F,-5.51,-3.71,-5.66875,-4.060416666666667,1.0,CB,_,100.0,PEDOT:PSS,PFN-Br,14.29,14.29,0.89,78.0,"[0, 0, 0, 0, 138, 7, 100, 9, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 138, 7, 100, 9, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 9, 138, 7, 100, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 100, 9, 138, 7, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 7, 100, 9, 138, 1, 217, 79, 219, 221, 219, 79, 217]]"
PBDB-T-2Cl,IT-4Cl,-5.51,-3.71,-5.75,-4.09,1.0,CF,_,100.0,PEDOT:PSS,PFN-Br,13.37,13.19,0.81,74.0,"[0, 0, 0, 0, 138, 7, 100, 9, 1, 231, 79, 219, 221, 219, 79, 231]","[[0, 0, 0, 0, 138, 7, 100, 9, 1, 231, 79, 219, 221, 219, 79, 231], [0, 0, 0, 0, 9, 138, 7, 100, 1, 231, 79, 219, 221, 219, 79, 231], [0, 0, 0, 0, 100, 9, 138, 7, 1, 231, 79, 219, 221, 219, 79, 231], [0, 0, 0, 0, 7, 100, 9, 138, 1, 231, 79, 219, 221, 219, 79, 231]]"
P1_PDTB-EF-T,IT-4F,-5.51,-3.59,-5.66875,-4.060416666666667,1.0,CB,DIO,25.0,PEDOT:PSS,PFN-Br,11.5,11.5,0.896,64.0,"[0, 0, 0, 0, 0, 46, 7, 47, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 0, 46, 7, 47, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 0, 47, 46, 7, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 0, 7, 47, 46, 1, 217, 79, 219, 221, 219, 79, 217]]"
P2_PDTB-EF-T,IT-4F,-5.5,-3.59,-5.66875,-4.060416666666667,1.0,CB,DIO,150.0,MoOx,ZnO,14.2,14.19,0.9,76.0,"[0, 0, 0, 0, 200, 201, 7, 202, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 200, 201, 7, 202, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 202, 200, 201, 7, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 7, 202, 200, 201, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 201, 7, 202, 200, 1, 217, 79, 219, 221, 219, 79, 217]]"
P3_PDTB-EF-T,IT-4F,-5.54,-3.6,-5.66875,-4.060416666666667,1.0,CB,DIO,25.0,PEDOT:PSS,PFN-Br,11.2,11.2,0.904,61.0,"[0, 0, 0, 0, 27, 203, 7, 204, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 27, 203, 7, 204, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 204, 27, 203, 7, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 7, 204, 27, 203, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 203, 7, 204, 27, 1, 217, 79, 219, 221, 219, 79, 217]]"
PBDB-T-SF,NCBDT-4Cl,-5.41,-3.62,-5.6,-4.02,1.0,CF,DIO,110.0,PEDOT:PSS,PDINO,14.1,14.13,0.851,74.3,"[0, 0, 0, 0, 99, 7, 100, 7, 1, 231, 7, 219, 370, 219, 7, 231]","[[0, 0, 0, 0, 99, 7, 100, 7, 1, 231, 7, 219, 370, 219, 7, 231], [0, 0, 0, 0, 7, 99, 7, 100, 1, 231, 7, 219, 370, 219, 7, 231], [0, 0, 0, 0, 100, 7, 99, 7, 1, 231, 7, 219, 370, 219, 7, 231], [0, 0, 0, 0, 7, 100, 7, 99, 1, 231, 7, 219, 370, 219, 7, 231]]"
PM6,Y6,-5.529999999999999,-3.555,-5.65,-4.1,0.833,CF,CN,110.0,PEDOT:PSS,PDINO,15.7,15.71,0.83,74.8,"[0, 0, 0, 0, 0, 0, 99, 7, 100, 9, 1, 217, 88, 347, 88, 217]","[[0, 0, 0, 0, 0, 0, 99, 7, 100, 9, 1, 217, 88, 347, 88, 217], [0, 0, 0, 0, 0, 0, 9, 99, 7, 100, 1, 217, 88, 347, 88, 217], [0, 0, 0, 0, 0, 0, 100, 9, 99, 7, 1, 217, 88, 347, 88, 217], [0, 0, 0, 0, 0, 0, 7, 100, 9, 99, 1, 217, 88, 347, 88, 217]]"
PBDB-T,ITC6-IC,-5.297714285714285,-3.4170000000000003,-5.73,-3.92,1.0,CB,_,125.0,MoOx,ZnO,11.61,11.62,0.97,73.0,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 117, 219, 221, 219, 117, 222]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 117, 219, 221, 219, 117, 222], [0, 0, 0, 0, 9, 49, 7, 100, 1, 222, 117, 219, 221, 219, 117, 222], [0, 0, 0, 0, 100, 9, 49, 7, 1, 222, 117, 219, 221, 219, 117, 222], [0, 0, 0, 0, 7, 100, 9, 49, 1, 222, 117, 219, 221, 219, 117, 222]]"
PBDBT-2F,IT-4F,-5.5,-3.75,-5.66875,-4.060416666666667,1.0,CB,DIO,25.0,PEDOT:PSS,PFN-Br,13.37,13.33,0.86,74.5,"[0, 0, 0, 0, 99, 7, 100, 9, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 99, 7, 100, 9, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 9, 99, 7, 100, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 100, 9, 99, 7, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 7, 100, 9, 99, 1, 217, 79, 219, 221, 219, 79, 217]]"
PBDBT-2F,ITIC,-5.5,-3.75,-5.574146341463415,-3.915,1.0,CB,DIO,25.0,PEDOT:PSS,PFN-Br,10.64,10.64,1.0,66.07,"[0, 0, 0, 0, 99, 7, 100, 9, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 99, 7, 100, 9, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 9, 99, 7, 100, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 100, 9, 99, 7, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 7, 100, 9, 99, 1, 222, 79, 219, 221, 219, 79, 222]]"
PBDB-T,ATT-6,-5.297714285714285,-3.4170000000000003,-5.45,-3.61,1.0,CF,_,160.0,PEDOT:PSS,PDINO,8.22,8.36,0.96,59.37,"[0, 0, 49, 7, 100, 9, 1, 236, 336, 7, 228, 221, 228, 7, 336, 236]","[[0, 0, 49, 7, 100, 9, 1, 236, 336, 7, 228, 221, 228, 7, 336, 236], [0, 0, 9, 49, 7, 100, 1, 236, 336, 7, 228, 221, 228, 7, 336, 236], [0, 0, 100, 9, 49, 7, 1, 236, 336, 7, 228, 221, 228, 7, 336, 236], [0, 0, 7, 100, 9, 49, 1, 236, 336, 7, 228, 221, 228, 7, 336, 236]]"
PBDB-T,ATT-7,-5.297714285714285,-3.4170000000000003,-5.48,-3.66,1.0,CF,_,160.0,PEDOT:PSS,PDINO,10.12,10.34,0.97,66.67,"[0, 0, 49, 7, 100, 9, 1, 222, 336, 7, 351, 221, 351, 7, 336, 222]","[[0, 0, 49, 7, 100, 9, 1, 222, 336, 7, 351, 221, 351, 7, 336, 222], [0, 0, 9, 49, 7, 100, 1, 222, 336, 7, 351, 221, 351, 7, 336, 222], [0, 0, 100, 9, 49, 7, 1, 222, 336, 7, 351, 221, 351, 7, 336, 222], [0, 0, 7, 100, 9, 49, 1, 222, 336, 7, 351, 221, 351, 7, 336, 222]]"
PBDB-T,Y1,-5.297714285714285,-3.4170000000000003,-5.45,-3.95,1.0,CB,CN,25.0,MoOx,ZnO,13.42,13.49,0.87,69.1,"[0, 0, 0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 79, 352, 79, 222]","[[0, 0, 0, 0, 0, 0, 49, 7, 100, 9, 1, 222, 79, 352, 79, 222], [0, 0, 0, 0, 0, 0, 9, 49, 7, 100, 1, 222, 79, 352, 79, 222], [0, 0, 0, 0, 0, 0, 100, 9, 49, 7, 1, 222, 79, 352, 79, 222], [0, 0, 0, 0, 0, 0, 7, 100, 9, 49, 1, 222, 79, 352, 79, 222]]"
PBDB-T,Y2,-5.297714285714285,-3.4170000000000003,-5.43,-4.04,1.0,CB,CN,25.0,MoOx,ZnO,13.4,13.41,0.82,69.4,"[0, 0, 0, 0, 0, 0, 49, 7, 100, 9, 1, 255, 79, 352, 79, 255]","[[0, 0, 0, 0, 0, 0, 49, 7, 100, 9, 1, 255, 79, 352, 79, 255], [0, 0, 0, 0, 0, 0, 9, 49, 7, 100, 1, 255, 79, 352, 79, 255], [0, 0, 0, 0, 0, 0, 100, 9, 49, 7, 1, 255, 79, 352, 79, 255], [0, 0, 0, 0, 0, 0, 7, 100, 9, 49, 1, 255, 79, 352, 79, 255]]"
PBDB-T,BDTS-4Cl,-5.297714285714285,-3.4170000000000003,-5.45,-3.82,1.0,CF,_,25.0,PEDOT:PSS,PDINO,3.73,3.73,0.83,45.9,"[0, 0, 49, 7, 100, 9, 1, 231, 7, 280, 7, 353, 7, 280, 7, 231]","[[0, 0, 49, 7, 100, 9, 1, 231, 7, 280, 7, 353, 7, 280, 7, 231], [0, 0, 9, 49, 7, 100, 1, 231, 7, 280, 7, 353, 7, 280, 7, 231], [0, 0, 100, 9, 49, 7, 1, 231, 7, 280, 7, 353, 7, 280, 7, 231], [0, 0, 7, 100, 9, 49, 1, 231, 7, 280, 7, 353, 7, 280, 7, 231]]"
PBDB-T,BDTC-4Cl,-5.297714285714285,-3.4170000000000003,-5.35,-3.75,1.0,CF,_,25.0,PEDOT:PSS,PDINO,9.54,9.54,0.864,59.5,"[0, 0, 49, 7, 100, 9, 1, 231, 7, 225, 7, 353, 7, 225, 7, 231]","[[0, 0, 49, 7, 100, 9, 1, 231, 7, 225, 7, 353, 7, 225, 7, 231], [0, 0, 9, 49, 7, 100, 1, 231, 7, 225, 7, 353, 7, 225, 7, 231], [0, 0, 100, 9, 49, 7, 1, 231, 7, 225, 7, 353, 7, 225, 7, 231], [0, 0, 7, 100, 9, 49, 1, 231, 7, 225, 7, 353, 7, 225, 7, 231]]"
PTBB-o,ITCPTC,-5.52,-3.37,-5.604000000000001,-3.858000000000001,1.0,CF,_,100.0,MoOx,ZnO,2.14,2.22,0.99,30.5,"[0, 0, 0, 0, 132, 7, 100, 9, 1, 255, 79, 219, 221, 219, 79, 255]","[[0, 0, 0, 0, 132, 7, 100, 9, 1, 255, 79, 219, 221, 219, 79, 255], [0, 0, 0, 0, 9, 132, 7, 100, 1, 255, 79, 219, 221, 219, 79, 255], [0, 0, 0, 0, 100, 9, 132, 7, 1, 255, 79, 219, 221, 219, 79, 255], [0, 0, 0, 0, 7, 100, 9, 132, 1, 255, 79, 219, 221, 219, 79, 255]]"
PTBB-m,ITCPTC,-5.48,-3.42,-5.604000000000001,-3.858000000000001,1.0,CF,_,100.0,MoOx,ZnO,7.07,7.06,0.97,48.4,"[0, 0, 0, 0, 133, 7, 100, 9, 1, 255, 79, 219, 221, 219, 79, 255]","[[0, 0, 0, 0, 133, 7, 100, 9, 1, 255, 79, 219, 221, 219, 79, 255], [0, 0, 0, 0, 9, 133, 7, 100, 1, 255, 79, 219, 221, 219, 79, 255], [0, 0, 0, 0, 100, 9, 133, 7, 1, 255, 79, 219, 221, 219, 79, 255], [0, 0, 0, 0, 7, 100, 9, 133, 1, 255, 79, 219, 221, 219, 79, 255]]"
PTBB-p,ITCPTC,-5.41,-3.49,-5.604000000000001,-3.858000000000001,1.0,CF,_,100.0,MoOx,ZnO,7.26,7.27,0.91,50.9,"[0, 0, 0, 0, 134, 7, 100, 9, 1, 255, 79, 219, 221, 219, 79, 255]","[[0, 0, 0, 0, 134, 7, 100, 9, 1, 255, 79, 219, 221, 219, 79, 255], [0, 0, 0, 0, 9, 134, 7, 100, 1, 255, 79, 219, 221, 219, 79, 255], [0, 0, 0, 0, 100, 9, 134, 7, 1, 255, 79, 219, 221, 219, 79, 255], [0, 0, 0, 0, 7, 100, 9, 134, 1, 255, 79, 219, 221, 219, 79, 255]]"
PBDS-TZ,IT-4F,-5.41,-3.46,-5.66875,-4.060416666666667,1.0,CB,DIO,90.0,MoOx,ZnO,12.01,11.78,0.804,73.1,"[0, 0, 0, 0, 6, 64, 120, 65, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 6, 64, 120, 65, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 65, 6, 64, 120, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 120, 65, 6, 64, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 64, 120, 65, 6, 1, 217, 79, 219, 221, 219, 79, 217]]"
J71,BTA701,-5.353333333333333,-3.4318181818181825,-5.27,-2.83,1.0,CF,_,120.0,PEDOT:PSS,Ca,0.07,0.07,1.32,25.0,"[0, 0, 6, 7, 8, 9, 1, 354, 18, 7, 219, 221, 219, 7, 18, 354]","[[0, 0, 6, 7, 8, 9, 1, 354, 18, 7, 219, 221, 219, 7, 18, 354], [0, 0, 9, 6, 7, 8, 1, 354, 18, 7, 219, 221, 219, 7, 18, 354], [0, 0, 8, 9, 6, 7, 1, 354, 18, 7, 219, 221, 219, 7, 18, 354], [0, 0, 7, 8, 9, 6, 1, 354, 18, 7, 219, 221, 219, 7, 18, 354]]"
J71,BTA3,-5.353333333333333,-3.4318181818181825,-5.415,-3.445,1.0,CF,_,150.0,PEDOT:PSS,Ca,8.6,8.6,1.2,69.0,"[0, 0, 6, 7, 8, 9, 1, 236, 18, 7, 219, 221, 219, 7, 18, 236]","[[0, 0, 6, 7, 8, 9, 1, 236, 18, 7, 219, 221, 219, 7, 18, 236], [0, 0, 9, 6, 7, 8, 1, 236, 18, 7, 219, 221, 219, 7, 18, 236], [0, 0, 8, 9, 6, 7, 1, 236, 18, 7, 219, 221, 219, 7, 18, 236], [0, 0, 7, 8, 9, 6, 1, 236, 18, 7, 219, 221, 219, 7, 18, 236]]"
J71,BTA703,-5.353333333333333,-3.4318181818181825,-5.5,-3.9,2.0,CF,_,120.0,PEDOT:PSS,Ca,1.21,1.21,0.85,40.0,"[0, 0, 6, 7, 8, 9, 1, 355, 18, 7, 219, 221, 219, 7, 18, 355]","[[0, 0, 6, 7, 8, 9, 1, 355, 18, 7, 219, 221, 219, 7, 18, 355], [0, 0, 9, 6, 7, 8, 1, 355, 18, 7, 219, 221, 219, 7, 18, 355], [0, 0, 8, 9, 6, 7, 1, 355, 18, 7, 219, 221, 219, 7, 18, 355], [0, 0, 7, 8, 9, 6, 1, 355, 18, 7, 219, 221, 219, 7, 18, 355]]"
PTB7-Th,Py-1,-5.204782608695651,-3.5391891891891896,-5.79,-3.76,0.667,CF,_,25.0,MoOx,ZnO,5.88,5.82,0.74,65.0,"[0, 0, 0, 0, 0, 0, 49, 101, 1, 217, 7, 219, 356, 219, 7, 217]","[[0, 0, 0, 0, 0, 0, 49, 101, 1, 217, 7, 219, 356, 219, 7, 217], [0, 0, 0, 0, 0, 0, 101, 49, 1, 217, 7, 219, 356, 219, 7, 217]]"
PTB7-Th,Py-2,-5.204782608695651,-3.5391891891891896,-5.83,-3.78,1.0,CF,_,25.0,MoOx,ZnO,3.47,3.41,0.75,47.0,"[0, 0, 0, 0, 0, 0, 49, 101, 1, 217, 7, 219, 356, 219, 7, 217]","[[0, 0, 0, 0, 0, 0, 49, 101, 1, 217, 7, 219, 356, 219, 7, 217], [0, 0, 0, 0, 0, 0, 101, 49, 1, 217, 7, 219, 356, 219, 7, 217]]"
PBB-T,IT-2F,-5.4,-3.3,-5.665,-4.095,0.833,CB,_,150.0,PEDOT:PSS,PDINO,13.3,13.31,0.91,70.0,"[0, 0, 0, 0, 10, 135, 136, 137, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 10, 135, 136, 137, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 137, 10, 135, 136, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 136, 137, 10, 135, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 135, 136, 137, 10, 1, 217, 79, 219, 221, 219, 79, 217]]"
PFBDB-T,C8-ITIC,-5.47,-3.46,-5.63,-3.91,0.8,CB,_,25.0,MoOx,ZnO,12.5,12.57,0.93,69.0,"[0, 0, 195, 125, 205, 206, 1, 222, 7, 219, 218, 221, 218, 219, 7, 222]","[[0, 0, 195, 125, 205, 206, 1, 222, 7, 219, 218, 221, 218, 219, 7, 222], [0, 0, 206, 195, 125, 205, 1, 222, 7, 219, 218, 221, 218, 219, 7, 222], [0, 0, 205, 206, 195, 125, 1, 222, 7, 219, 218, 221, 218, 219, 7, 222], [0, 0, 125, 205, 206, 195, 1, 222, 7, 219, 218, 221, 218, 219, 7, 222]]"
P_TBTT-BTT,ICz-Rd2,-5.15,-3.58,-5.59,-3.88,1.0,CF,_,40.0,PEDOT:PSS,PFN,7.88,7.88,1.04,54.0,"[9, 56, 7, 7, 216, 9, 1, 240, 56, 221, 357, 221, 357, 221, 56, 240]","[[9, 56, 7, 7, 216, 9, 1, 240, 56, 221, 357, 221, 357, 221, 56, 240], [9, 9, 56, 7, 7, 216, 1, 240, 56, 221, 357, 221, 357, 221, 56, 240], [216, 9, 9, 56, 7, 7, 1, 240, 56, 221, 357, 221, 357, 221, 56, 240], [7, 216, 9, 9, 56, 7, 1, 240, 56, 221, 357, 221, 357, 221, 56, 240], [7, 7, 216, 9, 9, 56, 1, 240, 56, 221, 357, 221, 357, 221, 56, 240], [56, 7, 7, 216, 9, 9, 1, 240, 56, 221, 357, 221, 357, 221, 56, 240]]"
P_TBTT-BTT,ICz-RdCN2,-5.15,-3.58,-5.58,-3.98,1.0,CF,_,40.0,PEDOT:PSS,PFN,9.76,9.76,1.01,62.0,"[9, 56, 7, 7, 216, 9, 1, 236, 56, 221, 357, 221, 357, 221, 56, 236]","[[9, 56, 7, 7, 216, 9, 1, 236, 56, 221, 357, 221, 357, 221, 56, 236], [9, 9, 56, 7, 7, 216, 1, 236, 56, 221, 357, 221, 357, 221, 56, 236], [216, 9, 9, 56, 7, 7, 1, 236, 56, 221, 357, 221, 357, 221, 56, 236], [7, 216, 9, 9, 56, 7, 1, 236, 56, 221, 357, 221, 357, 221, 56, 236], [7, 7, 216, 9, 9, 56, 1, 236, 56, 221, 357, 221, 357, 221, 56, 236], [56, 7, 7, 216, 9, 9, 1, 236, 56, 221, 357, 221, 357, 221, 56, 236]]"
PBZ,IT-4F,-5.18,-3.22,-5.66875,-4.060416666666667,1.0,Toluene,PN,25.0,MoOx,ZnO,6.4,6.45,0.6,63.2,"[0, 0, 0, 0, 49, 7, 8, 9, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 49, 7, 8, 9, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 9, 49, 7, 8, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 8, 9, 49, 7, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 7, 8, 9, 49, 1, 217, 79, 219, 221, 219, 79, 217]]"
PBZ-Cl,IT-4F,-5.39,-3.41,-5.66875,-4.060416666666667,1.0,Toluene,PN,25.0,MoOx,ZnO,9.7,9.67,0.8,68.3,"[0, 0, 0, 0, 138, 7, 8, 9, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 138, 7, 8, 9, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 9, 138, 7, 8, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 8, 9, 138, 7, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 7, 8, 9, 138, 1, 217, 79, 219, 221, 219, 79, 217]]"
PBZ-ClSi,IT-4F,-5.56,-3.5,-5.66875,-4.060416666666667,1.0,Toluene,PN,25.0,MoOx,ZnO,12.8,12.77,0.93,71.5,"[0, 0, 0, 0, 139, 7, 8, 9, 1, 217, 79, 219, 221, 219, 79, 217]","[[0, 0, 0, 0, 139, 7, 8, 9, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 9, 139, 7, 8, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 8, 9, 139, 7, 1, 217, 79, 219, 221, 219, 79, 217], [0, 0, 0, 0, 7, 8, 9, 139, 1, 217, 79, 219, 221, 219, 79, 217]]"
PT1,ITIC,-5.46,-3.59,-5.574146341463415,-3.915,0.667,CB,_,25.0,MoOx,ZnO,2.13,2.14,0.95,39.0,"[0, 0, 0, 0, 0, 0, 49, 140, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 0, 0, 49, 140, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 0, 0, 140, 49, 1, 222, 79, 219, 221, 219, 79, 222]]"
PT2,ITIC,-5.35,-3.58,-5.574146341463415,-3.915,0.667,CB,_,25.0,MoOx,ZnO,9.0,8.78,0.84,64.0,"[0, 0, 0, 0, 49, 7, 141, 9, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 49, 7, 141, 9, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 9, 49, 7, 141, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 141, 9, 49, 7, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 7, 141, 9, 49, 1, 222, 79, 219, 221, 219, 79, 222]]"
PT3,ITIC,-5.37,-3.54,-5.574146341463415,-3.915,0.667,CB,_,25.0,MoOx,ZnO,9.21,9.29,0.88,68.0,"[0, 0, 0, 0, 49, 117, 141, 119, 1, 222, 79, 219, 221, 219, 79, 222]","[[0, 0, 0, 0, 49, 117, 141, 119, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 119, 49, 117, 141, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 141, 119, 49, 117, 1, 222, 79, 219, 221, 219, 79, 222], [0, 0, 0, 0, 117, 141, 119, 49, 1, 222, 79, 219, 221, 219, 79, 222]]"
