ID,Ref,PCE_max(%),PCE_ave(%),Jsc(mA/cm2),FF,Voc(V),'-HOMO_n(eV),'-LUMO_n(eV),Eg_n(eV),n(SMILES),M (g/mol),'-HOMO_p(eV),'-LUMO_p(eV),Eg_p(eV),p(SMILES),Mw (kg/mol),Mn(kg/mol),PDI
444,204,5.23,5.23,11.54,0.473,0.96,6.05,3.8,2.25,O=C(N(CC(CC)CC)C1=O)C2=CC=C3C(C2=C1C=C4N5CCCCCC)=C4C6=C5C=C(C(N7CC(CC)CC)=O)C8=C6C3=C(C9=CC%10=C%11C%12=C9C%13=CC=C(C(N%14CC(CC)CC)=O)C%15=C%13C(C%12=C%16C=C%11C(N(CC(CC)CC)C%10=O)=O)=C(N%16CCCCCC)C=C%15C%14=O)C=C8C7=O,1309.66,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
445,204,1.22,1.22,4.33,0.291,0.97,5.84,3.8,2.04,O=C(N(CC(CC)CC)C1=O)C2=CC=C3C(C2=C1C=C4N5CCCCCC)=C4C6=C5C=C(C(N7CC(CC)CC)=O)C8=C6C3=C(C#CC9=CC%10=C%11C%12=C9C%13=CC=C(C(N%14CC(CC)CC)=O)C%15=C%13C(C%12=C%16C=C%11C(N(CC(CC)CC)C%10=O)=O)=C(N%16CCCCCC)C=C%15C%14=O)C=C8C7=O,1333.68,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
446,204,1.34,1.34,4.41,0.322,0.95,5.98,3.8,2.18,O=C(N(CC(CC)CC)C1=O)C2=CC=C3C(C2=C1C=C4N5CCCCCC)=C4C6=C5C=C(C(N7CC(CC)CC)=O)C8=C6C3=C(C#CC#CC9=CC%10=C%11C%12=C9C%13=CC=C(C(N%14CC(CC)CC)=O)C%15=C%13C(C%12=C%16C=C%11C(N(CC(CC)CC)C%10=O)=O)=C(N%16CCCCCC)C=C%15C%14=O)C=C8C7=O,1357.71,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
447,205,3.97,3.76,9.29,0.52,0.826,5.4,3.77,1.63,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC(C7=CC=C(/C=C(C#N)/C#N)C8=NSN=C87)=C6)(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)C=C4C%11=C2C=C(C%12=CC=C(/C=C(C#N)/C#N)C%13=NSN=C%13%12)S%11,1327.84,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
448,205,6.57,6.31,14.07,0.62,0.767,5.5,3.78,1.72,N#C/C(C#N)=C/C(C1=NSN=C12)=CC=C2C3=CC4=C(S3)C(C=CC(C5=CC=C(S5)C6=CC=C(C7=NSN=C76)/C=C(C#N)/C#N)=C8)=C8C4(C9=CC=C(C=C9)CCCCCC)C%10=CC=C(C=C%10)CCCCCC,995.31,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
449,206,7.14,7.02,14.11,0.634,0.78,5.48,3.83,1.65,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.39,3.7,1.69,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C(SC(C(OCC(CC)CCCC)=O)=C8)C8=C(C9=CC=C(C)S9)C%10=NN(CC(CC)CCCC)N=C7%10)S6,263.9,91,2.9
450,206,4.17,3.96,9.34,0.529,0.8,5.48,3.83,1.65,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.49,3.81,1.68,CC(SC1=C2C3=CC(F)=C(CC(CCCC)CCCCCC)S3)=CC1=C(C4=CC(F)=C(CC(CCCC)CCCCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C(SC(C(OCC(CC)CCCC)=O)=C8)C8=C(C9=CC=C(C)S9)C%10=NN(CC(CC)CCCC)N=C7%10)S6,86,43,2
451,206,3.66,3.6,7.58,0.569,0.83,5.48,3.83,1.65,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.47,3.78,1.69,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C(SC(C(OCC(CCCC)CCCCCC)=O)=C8)C8=C(C9=CC=C(C)S9)C%10=NN(CC(CCCC)CCCCCC)N=C7%10)S6,66.3,39,1.7
452,207,2.84,2.84,10.51,0.409,0.661,6.11,4.01,2.1,O=C(N(C(CC)CC)C1=O)C2=CC=C3C(C2=C1C=C4)=C4C5=CC=C(C(N6C(CC)CC)=O)C7=C5C3=CC(C(C=C8C(N(C(CCCCCCC)CCCCCCC)C9=O)=O)=C%10C%11=C8C9=CC=C%11C%12=CC=C(C(N(C(CCCCCCC)CCCCCCC)C%13=O)=O)C%14=C%13C=CC%10=C%12%14)=C7C6=O,1339.77,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
453,207,4.55,4.55,12.61,0.481,0.751,6.09,3.99,2.1,O=C(N(C(CC)CC)C1=O)C2=CC=C3C(C2=C1C=C4)=C4C5=CC=C(C(N6C(CC)CC)=O)C7=C5C3=CC(C(C=C8C(N(C(CCCCCCC)CCCCCCC)C9=O)=O)=C%10C%11=C8C9=CC=C%11C%12=C(C%13=CC%14=C%15C(C%16=CC=C%17C%18=C%16C%14=CC=C%18C(N(C(CC)CC)C%17=O)=O)=CC=C(C%19=O)C%15=C%13C(N%19C(CC)CC)=O)C=C(C(N(C(CCCCCCC)CCCCCCC)C%20=O)=O)C%21=C%20C=CC%10=C%12%21)=C7C6=O,1868.38,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
454,208,8.03,7.92,17.7,0.56,0.81,5.48,3.83,1.65,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.25,3.49,1.76,CC1=CC(C(S1)=C2C3=CC=C(C4=CC=C(OCC(CCCCCC)CCCCCCC)C=C4)C=C3)=C(C5=C2C=C(C6=CC=C(C7=C(F)C(F)=C(C8=CC=C(C)S8)C9=NN(CC(CCCC)CCCCCC)N=C79)S6)S5)C%10=CC=C(C%11=CC=C(OCC(CCCCCC)CCCCCCC)C=C%11)C=C%10,70,35,2
455,208,6.61,6.45,18,0.49,0.75,5.48,3.83,1.65,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\\8=C(C#N)\\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,1427.96,5.23,3.52,1.71,CC1=CC(C(S1)=C2C3=CC=C4C=C(OCC(CCCCCC)CCCCCCC)C=CC4=C3)=C(C5=C2C=C(C6=CC=C(C7=C(F)C(F)=C(C8=CC=C(C)S8)C9=NN(CC(CCCC)CCCCCC)N=C79)S6)S5)C%10=CC%11=CC=C(OCC(CCCCCC)CCCCCCC)C=C%11C=C%10,74,37,2
456,209,4.53,4.53,9.18,0.554,0.89,5.71,3.83,1.88,Cl[B@]12N3C4=C5C(C=C(C#CC(C=C6C(N(C(CCCCCC)CCCCCC)C7=O)=O)=C8C9=C6C7=CC=C9C%10=CC=C(C%11=O)C%12C%10=C8C=CC%12C(N%11C(CCCCCC)CCCCCC)=O)C=C5)=C3N=C%13C%14=C(C=C(C#CC(C=C%15C(N(C(CCCCCC)CCCCCC)C%16=O)=O)=C%17C%18=C%15C%16=CC=C%18C%19=CC=C(C%20=O)C%21C%19=C%17C=CC%21C(N%20C(CCCCCC)CCCCCC)=O)C=C%14)C(N%132)=NC%22=[N]1C(C%23=C%22C=CC(C#CC(C=C%24C(N(C(CCCCCC)CCCCCC)C%25=O)=O)=C%26C%27=C%24C%25=CC=C%27C%28=CC=C(C%29=O)C%30C%28=C%26C=CC%30C(N%29C(CCCCCC)CCCCCC)=O)=C%23)=N4,2767.9,5.37,3.02,2.35,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,117,58.5,2
457,209,1.78,1.78,5.18,0.465,0.74,5.69,3.98,1.71,Cl[B@]12N3C4=C5C(C=C(C(C=C6C(N(C(CCCCCC)CCCCCC)C7=O)=O)=C8C9=C6C7=CC=C9C%10=CC=C(C%11=O)C%12C%10=C8C=CC%12C(N%11C(CCCCCC)CCCCCC)=O)C=C5)=C3N=C%13C%14=C(C=C(C(C=C%15C(N(C(CCCCCC)CCCCCC)C%16=O)=O)=C%17C%18=C%15C%16=CC=C%18C%19=CC=C(C%20=O)C%21C%19=C%17C=CC%21C(N%20C(CCCCCC)CCCCCC)=O)C=C%14)C(N%132)=NC%22=[N]1C(C%23=C%22C=CC(C(C=C%24C(N(C(CCCCCC)CCCCCC)C%25=O)=O)=C%26C%27=C%24C%25=CC=C%27C%28=CC=C(C%29=O)C%30C%28=C%26C=CC%30C(N%29C(CCCCCC)CCCCCC)=O)=C%23)=N4,2695.83,5.37,3.02,2.35,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,117,58.5,2
458,210,6.63,6.22,15.11,0.48,0.92,5.69,3.93,1.76,O=C(N(C(CC)CC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=C(C(C=C6)=CC=C6C7=C(C8=CC=C(C9=C(C%10=CC=C(C%11=O)C%12C%10=C%13C=CC%12C(N%11C(CC)CC)=O)C(C%13=CC=C%14C(N(C(CC)CC)C%15=O)=O)=C%14C%15=C9)C=C8)C(C%16=CC=C(C%17=C(C%18=C%19C=CC%20C%18C(C(N(C(CC)CC)C%20=O)=O)=C%17)C%21=CC=C%22C%23=C%21C%19=CC=C%23C(N(C(CC)CC)C%22=O)=O)C=C%16)=C(C%24=CC=C(C%25=C(C%26=C%27C=CC%28C%26C(C(N(C(CC)CC)C%28=O)=O)=C%25)C%29=CC=C%30C%31=C%29C%27=CC=C%31C(N(C(CC)CC)C%30=O)=O)C=C%24)C(C%32=CC=C(C%33=C(C%34=CC=C(C%35=O)C%36C%34=C%37C=CC%36C(N%35C(CC)CC)=O)C(C%37=CC=C%38C(N(C(CC)CC)C%39=O)=O)=C%38C%39=C%33)C=C%32)=C7C%40=CC=C(C%41=C(C%42=C%43C=CC%44C%42C(C(N(C(CC)CC)C%44=O)=O)=C%41)C%45=CC=C%46C%47=C%45C%43=CC=C%47C(N(C(CC)CC)C%46=O)=O)C=C%40)C=C%48C%49=C5C4=CC=C%49C(N(C(CC)CC)C%48=O)=O,3718.45,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
459,211,4,3.82,10.72,0.36,0.81,5.73,3.79,1.94,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=CC(C6=CC=C(C7=CC=C(C8=C(C(N9C(CCCCC)CCCCC)=O)C%10=C(C%11=C8)C(C%12=CC=C(C%13=O)C%14C%12=C%11C=CC%14C(N%13C(CCCCC)CCCCC)=O)=CC=C%10C9=O)S7)S6)=C%15C%16=C5C4=CC=C%16C(N(C(CCCCC)CCCCC)C%15=O)=O,1564.15,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
460,211,2.22,2.14,6.81,0.39,0.84,5.71,3.81,1.9,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=CC(C6=CC=C(C7=CC=C(C(C=CC(C8=CC=C(C9=C(C(N%10C(CCCCC)CCCCC)=O)C%11=C(C%12=C9)C(C%13=CC=C(C%14=O)C%15C%13=C%12C=CC%15C(N%14C(CCCCC)CCCCC)=O)=CC=C%11C%10=O)S8)=C%16)=C%16C%17(CCCCCCCC)CCCCCCCC)C%17=C7)S6)=C%18C%19=C5C4=CC=C%19C(N(C(CCCCC)CCCCC)C%18=O)=O,1952.79,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
461,212,2.95,2.95,10.61,0.352,0.79,5.69,3.71,1.98,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC(C3=CC(C4=CC5C6C7=C4C8=CC=C(C(N9C(CCCCC)CCCCC)=O)C%10=C8C(C7=CC=C6C(N(C(CCCCC)CCCCC)C5=O)=O)=CC=C%10C9=O)=CC(C%11=CC(C%12=CC%13C%14C%15=C%12C%16=CC=C(C(N%17C(CCCCC)CCCCC)=O)C%18=C%16C(C%15=CC=C%14C(N(C(CCCCC)CCCCC)C%13=O)=O)=CC=C%18C%17=O)=CC(C(C=C%19C(N(C(CCCCC)CCCCC)C%20=O)=O)=C%21C%22=C%19C%20=CC=C%22C%23=CC=C(C%24=O)C%25C%23=C%21C=CC%25C(N%24C(CCCCC)CCCCC)=O)=C%11)=C3)=C(C%26=C%27C=CC1C%262)C%28=CC=C%29C%30=C%28C%27=CC=C%30C(N(C(CCCCC)CCCCC)C%29=O)=O,2950,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
462,212,1.9,1.9,5.53,0.377,0.89,5.69,3.71,1.98,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC(C3=CC(C4=CC5C6C7=C4C8=CC=C(C(N9C(CCCCC)CCCCC)=O)C%10=C8C(C7=CC=C6C(N(C(CCCCC)CCCCC)C5=O)=O)=CC=C%10C9=O)=CC(C%11=CC(C%12=CC%13C%14C%15=C%12C%16=CC=C(C(N%17C(CCCCC)CCCCC)=O)C%18=C%16C(C%15=CC=C%14C(N(C(CCCCC)CCCCC)C%13=O)=O)=CC=C%18C%17=O)=CC(C(C=C%19C(N(C(CCCCC)CCCCC)C%20=O)=O)=C%21C%22=C%19C%20=CC=C%22C%23=CC=C(C%24=O)C%25C%23=C%21C=CC%25C(N%24C(CCCCC)CCCCC)=O)=C%11)=C3)=C(C%26=C%27C=CC1C%262)C%28=CC=C%29C%30=C%28C%27=CC=C%30C(N(C(CCCCC)CCCCC)C%29=O)=O,2950,5.11,3.25,1.86,O=C(C1=CC2=C(SC(C3=CC4=C(S3)C(C5=CC=C(S5)CC(CCCC)CC)=C6C=C(SC6=C4C7=CC=C(S7)CC(CCCC)CC)C)=C2S1)C)CC(CC)CCCC,56,20,2.8
463,213,0.1,0.1,0.2,0.44,0.75,5.77,3.68,2.09,O=C(N(C(CCCCC)CCCCC)C1=O)C2=C(CC(C)(C)C)C=C(C3=C4C=C(C(C)(C)C)C1C32)C5=CC=C(C(C=C6)=CC=C6C7=CC=C8C9=C7C=CC=C9C%10=C%11C8=CC(CC(C)(C)C)=C(C(N(C(CCCCC)CCCCC)C%12=O)=O)C%11C%12C(CC(C)(C)C)=C%10)C%13=C5C4=CC=C%13,1295.89,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
464,213,0.1,0.1,0.2,0.44,0.68,5.77,3.76,2.01,O=C(N(C(CCCCC)CCCCC)C1=O)C2=C(CC(C)(C)C)C=C(C3=C4C=C(CC(C)(C)C)C1C32)C5=CC=C(C(S6)=CC=C6C7=CC=C8C9=C7C=CC=C9C%10=C%11C8=CC(CC(C)(C)C)=C(C(N(C(CCCCC)CCCCC)C%12=O)=O)C%11C%12C(CC(C)(C)C)=C%10)C%13=C5C4=CC=C%13,1315.94,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
465,213,1.3,1.3,6.73,0.22,0.8,5.63,3.72,1.91,O=C(N(C(CCCCC)CCCCC)C1=O)C2=C(CC(C)(C)C)C=C(C3=C4C=C(CC(C)(C)C)C1C32)C5=CC=C(C6=CC=C(C(S7)=CC=C7C8=CC=C9C%10=C8C=CC=C%10C%11=C%12C9=CC(CC(C)(C)C)=C(C(N(C(CCCCC)CCCCC)C%13=O)=O)C%12C%13C(CC(C)(C)C)=C%11)S6)C%14=C5C4=CC=C%14,1398.06,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
466,213,0.1,0.1,0.3,0.42,0.66,5.61,3.69,1.92,O=C(N(C(CCCCC)CCCCC)C1=O)C2=C(CC(C)(C)C)C=C(C3=C4C=C(CC(C)(C)C)C1C32)C5=CC=C(C6=CC=C(C7=CC=C(C8=CC=C(C9=CC=C%10C%11=C9C=CC=C%11C%12=C%13C%10=CC(CC(C)(C)C)=C(C(N(C(CCCCC)CCCCC)C%14=O)=O)C%13C%14C=C%12)S8)S7)S6)C%15=C5C4=CC=C%15,1410.05,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
467,213,0.2,0.2,0.3,0.44,0.67,5.67,3.7,1.97,O=C(N(C(CCCCC)CCCCC)C1=O)C2=C(CC(C)(C)C)C=C(C3=C4C=C(CC(C)(C)C)C1C32)C5=CC=C(C6=CC(SC(C7=CC=C8C9=C7C=CC=C9C%10=C%11C8=CC(CC(C)(C)C)=C(C(N(C(CCCCC)CCCCC)C%12=O)=O)C%11C%12C(CC(C)(C)C)=C%10)=C%13)=C%13S6)C%14=C5C4=CC=C%14,1372.02,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
468,213,0.1,0.1,0.3,0.42,0.66,5.63,3.68,1.95,O=C(N(C(CCCCC)CCCCC)C1=O)C2=C(CC(C)(C)C)C=C(C3=C4C=C(CC(C)(C)C)C1C32)C5=CC=C(C6=CC(C(OCC(CC)CCCC)=C(SC(C7=CC=C8C9=C7C=CC=C9C%10=C%11C8=CC(CC(C)(C)C)=C(C(N(C(CCCCC)CCCCC)C%12=O)=O)C%11C%12C(CC(C)(C)C)=C%10)=C%13)C%13=C%14OCC(CC)CCCC)=C%14S6)C%15=C5C4=CC=C%15,1678.51,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
469,213,0.1,0.1,0.4,0.4,0.7,5.66,3.67,1.99,O=C(N(C(CCCCC)CCCCC)C1=O)C2=C(CC(C)(C)C)C=C(C3=C4C=C(CC(C)(C)C)C1C32)C5=CC=C(C6=CC(C(C7=CC=C(CC(CC)CCCC)S7)=C(SC(C8=CC=C9C%10=C8C=CC=C%10C%11=C%12C9=CC(CC(C)(C)C)=C(C(N(C(CCCCC)CCCCC)C%13=O)=O)C%12C%13C(CC(C)(C)C)=C%11)=C%14)C%14=C%15C%16=CC=C(CC(CC)CCCC)S%16)=C%15S6)C%17=C5C4=CC=C%17,1810.75,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
470,213,0.1,0.1,0.4,0.38,0.7,5.56,3.67,1.89,O=C(N(C(CCCCC)CCCCC)C1=O)C2=C(CC(C)(C)C)C=C(C3=C4C=C(CC(C)(C)C)C1C32)C5=CC=C(C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10C=C%11C(C(SC(C%12=CC=C%13C%14=C%12C=CC=C%14C%15=C%16C%13=CC(CC(C)(C)C)=C(C(N(C(CCCCC)CCCCC)C%17=O)=O)C%16C%17C(CC(C)(C)C)=C%15)=C%18)=C%18C%11(C%19=CC=C(CCCCCC)C=C%19)C%20=CC=C(CCCCCC)C=C%20)=C9)=C%10S6)C%21=C5C4=CC=C%21,2139.22,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124,72.9,1.7
471,214,0.35,0.35,1.16,0.38,0.78,5.45,3.24,2.21,O=C1N(C2=CC=C(C(C=CC=C3)=C3C4(CCCC)CCCC)C4=C2)C(C5=CC=C(C#CC6=CC=C(C7=CC=C(C8=CC=C(C#CC9=CC=C%10C(C(N(C%11=CC=C(C(C=CC=C%12)=C%12C%13(CCCC)CCCC)C%13=C%11)C%10=O)=O)=C9)S8)C%14=NSN=C7%14)S6)C=C51)=O,1191.54,5,3.1,1.9,CC1=CC(CCCCCC)=C(C)S1,21.1,11.6,1.82
472,214,1.16,1.16,3.92,0.36,0.75,5.56,3.43,2.13,O=C(N(C1=CC=C(C(C=CC=C2)=C2C3(CCCC)CCCC)C3=C1)C4=O)C5=CC=CC6=C5C4=CC=C6C#CC7=CC=C(C8=CC=C(C9=CC=C(C#CC%10=CC=C%11C%12=C%10C=CC=C%12C(N(C%13=CC=C(C(C=CC=C%14)=C%14C%15(CCCC)CCCC)C%15=C%13)C%11=O)=O)S9)C%16=NSN=C8%16)S7,1291.66,5,3.1,1.9,CC1=CC(CCCCCC)=C(C)S1,21.1,11.6,1.82
473,215,7.13,7.13,14.64,0.64,0.77,5.7,3.6,2.1,CCCCCCCCCCC1(CCCCCCCCCC)C2=CC(C3=CC=C(/C=C4SC(SCCCCCC)=C(SCCCCCC)S\\4)C5=NSN=C35)=CC=C2C6=C1C=C(C7=CC=C(/C=C8SC(SCCCCCC)=C(SCCCCCC)S\\8)C9=NSN=C79)C=C6,1408.32,5.3,3.7,1.6,CC1=C(C=C(S1)C2=C(C(F)=C(C3=NSN=C32)C4=CC(CC(CCCCCCCC)CCCCCCCCCC)=C(S4)C5=CC=C(S5)C6=CC=C(S6)C)F)CC(CCCCCCCCCC)CCCCCCCC,140,70,2
