Donor,Donor_SMILES,Acceptor,Acceptor_SMILES,DA_manual_tokenized,AD_manual_tokenized,DA_manual_tokenized_aug,AD_manual_tokenized_aug,HOMO_D (eV),LUMO_D (eV),HOMO_A (eV),LUMO_A (eV),D:A ratio (m/m),solvent,total solids conc. (mg/mL),solvent additive,solvent additive conc. (%v/v),active layer thickness (nm),annealing temperature,hole contact layer,electron contact layer,hole mobility blend (cm^2 V^-1 s^-1),electron mobility blend (cm^2 V^-1 s^-1),PCE (%),calc_PCE (%),Voc (V),Jsc (mA cm^-2),FF (%),Acceptor_BigSMILES,Donor_BigSMILES
PTB7-Th,CCCCC(CC)COC(=O)c1sc2c(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)sc(C)c2c1F,IDIC,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,"[0, 0, 0, 0, 0, 0, 49, 101, 1, 221, 7, 233, 220, 233, 7, 221]","[0, 0, 0, 0, 0, 0, 221, 7, 233, 220, 233, 7, 221, 1, 49, 101]","[[0, 0, 0, 0, 0, 0, 49, 101, 1, 221, 7, 233, 220, 233, 7, 221], [0, 0, 0, 0, 0, 0, 101, 49, 1, 221, 7, 233, 220, 233, 7, 221]]","[[0, 0, 0, 0, 0, 0, 221, 7, 233, 220, 233, 7, 221, 1, 49, 101], [0, 0, 0, 0, 0, 0, 221, 7, 233, 220, 233, 7, 221, 1, 101, 49]]",-5.2,-3.56,-5.69,-3.91,1.0,CF,12.0,,-1.0,100.0,-1.0,MoOx,ZnO,2.1e-05,0.00017,5.24,4.93,0.806,10.9,56.1,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1CCCCC(CC)COC(=O)c1sc2csc(C)c2c1F[>][]}
PTFBDT-BZS,CCCCCCCCCCCCOc1c(OCCCCCCCCCCCC)c(-c2ccc(-c3cc4c(-c5cc(F)c(CC(CC)CCCC)c(F)c5)c5sc(C)cc5c(-c5cc(F)c(CC(CC)CCCC)c(F)c5)c4s3)s2)c2nsnc2c1-c1ccc(C)s1,IDIC,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,"[0, 0, 0, 0, 96, 7, 191, 9, 1, 221, 7, 233, 220, 233, 7, 221]","[0, 0, 0, 0, 221, 7, 233, 220, 233, 7, 221, 1, 96, 7, 191, 9]","[[0, 0, 0, 0, 96, 7, 191, 9, 1, 221, 7, 233, 220, 233, 7, 221], [0, 0, 0, 0, 9, 96, 7, 191, 1, 221, 7, 233, 220, 233, 7, 221], [0, 0, 0, 0, 191, 9, 96, 7, 1, 221, 7, 233, 220, 233, 7, 221], [0, 0, 0, 0, 7, 191, 9, 96, 1, 221, 7, 233, 220, 233, 7, 221]]","[[0, 0, 0, 0, 221, 7, 233, 220, 233, 7, 221, 1, 96, 7, 191, 9], [0, 0, 0, 0, 221, 7, 233, 220, 233, 7, 221, 1, 9, 96, 7, 191], [0, 0, 0, 0, 221, 7, 233, 220, 233, 7, 221, 1, 191, 9, 96, 7], [0, 0, 0, 0, 221, 7, 233, 220, 233, 7, 221, 1, 7, 191, 9, 96]]",-5.43,-3.58,-5.69,-3.91,1.0,CF,12.0,DIO,0.25,100.0,-1.0,MoOx,ZnO,6.2e-05,0.00092,11.03,11.08,0.905,17.3,70.8,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4ccccc4C2=C(C#N)C#N)sc1-3,{[][<]CCCCC(CC)Cc1c(F)cc(-c2c3cc(C)sc3c(-c3cc(F)c(CC(CC)CCCC)c(F)c3)c3ccsc23)cc1F[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCCCCCCCCCOc1cc2nsnc2cc1OCCCCCCCCCCCCCc1cccs1[>][]}
J61,CCCCCCCCCCCCSSc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nn(CC(CCCCCC)CCCCCCCC)nc56)s4)sc3c(-c3ccc(SSCCCCCCCCCCCC)s3)c3cc(C)sc23)s1,IDT-IC,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)sc2-4)cc1,"[0, 0, 0, 0, 13, 7, 8, 9, 1, 221, 7, 218, 220, 218, 7, 221]","[0, 0, 0, 0, 221, 7, 218, 220, 218, 7, 221, 1, 13, 7, 8, 9]","[[0, 0, 0, 0, 13, 7, 8, 9, 1, 221, 7, 218, 220, 218, 7, 221], [0, 0, 0, 0, 9, 13, 7, 8, 1, 221, 7, 218, 220, 218, 7, 221], [0, 0, 0, 0, 8, 9, 13, 7, 1, 221, 7, 218, 220, 218, 7, 221], [0, 0, 0, 0, 7, 8, 9, 13, 1, 221, 7, 218, 220, 218, 7, 221]]","[[0, 0, 0, 0, 221, 7, 218, 220, 218, 7, 221, 1, 13, 7, 8, 9], [0, 0, 0, 0, 221, 7, 218, 220, 218, 7, 221, 1, 9, 13, 7, 8], [0, 0, 0, 0, 221, 7, 218, 220, 218, 7, 221, 1, 8, 9, 13, 7], [0, 0, 0, 0, 221, 7, 218, 220, 218, 7, 221, 1, 7, 8, 9, 13]]",-5.32,-3.08,-5.69,-3.88,1.0,CF,1.0,,-1.0,120.0,160.0,PEDOT:PSS,PDINO,0.000485,0.00016,6.95,6.91,0.88,13.7,57.3,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(/C=C5\C(=O)c6ccccc6C5=C(C#N)C#N)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(/C=C3\C(=O)c5ccccc5C3=C(C#N)C#N)sc2-4)cc1,{[][<]CCCCCCCCCCCCSSc1ccc(-c2c3cc(C)sc3c(-c3ccc(SSCCCCCCCCCCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1Cc1cccs1[>][]}
J71,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([Si](CCC)(CCC)CCC)s6)c6sc(C)cc6c(-c6ccc([Si](CCC)(CCC)CCC)s6)c5s4)s3)c2n1,IDTT-BH,CCCCCCC(CCCC)CSc1ccc(C2(c3ccc(SCC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc8ccccc8cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(SCC(CCCC)CCCCCC)cc2)(c2ccc(SCC(CCCC)CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc23)cc1,"[0, 0, 0, 0, 6, 7, 8, 9, 1, 236, 79, 237, 220, 237, 79, 236]","[0, 0, 0, 0, 236, 79, 237, 220, 237, 79, 236, 1, 6, 7, 8, 9]","[[0, 0, 0, 0, 6, 7, 8, 9, 1, 236, 79, 237, 220, 237, 79, 236], [0, 0, 0, 0, 9, 6, 7, 8, 1, 236, 79, 237, 220, 237, 79, 236], [0, 0, 0, 0, 8, 9, 6, 7, 1, 236, 79, 237, 220, 237, 79, 236], [0, 0, 0, 0, 7, 8, 9, 6, 1, 236, 79, 237, 220, 237, 79, 236]]","[[0, 0, 0, 0, 236, 79, 237, 220, 237, 79, 236, 1, 6, 7, 8, 9], [0, 0, 0, 0, 236, 79, 237, 220, 237, 79, 236, 1, 9, 6, 7, 8], [0, 0, 0, 0, 236, 79, 237, 220, 237, 79, 236, 1, 8, 9, 6, 7], [0, 0, 0, 0, 236, 79, 237, 220, 237, 79, 236, 1, 7, 8, 9, 6]]",-5.4,-3.24,-5.24,-3.86,0.714,CF,5.0,,-1.0,100.0,-1.0,PEDOT:PSS,PDINO,0.000202,0.000163,11.05,11.05,0.9,17.77,69.1,CCCCCCC(CCCC)CSc1ccc(C2(c3ccc(SCC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc8ccccc8cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(SCC(CCCC)CCCCCC)cc2)(c2ccc(SCC(CCCC)CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc23)cc1,{[][<]CCC[Si](CCC)(CCC)c1ccc(-c2c3cc(C)sc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1Cc1cccs1[>][]}
PBDB-T,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,IDTT-BH,CCCCCCC(CCCC)CSc1ccc(C2(c3ccc(SCC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc8ccccc8cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(SCC(CCCC)CCCCCC)cc2)(c2ccc(SCC(CCCC)CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc23)cc1,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 236, 79, 237, 220, 237, 79, 236]","[0, 0, 0, 0, 236, 79, 237, 220, 237, 79, 236, 1, 49, 7, 100, 9]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 236, 79, 237, 220, 237, 79, 236], [0, 0, 0, 0, 9, 49, 7, 100, 1, 236, 79, 237, 220, 237, 79, 236], [0, 0, 0, 0, 100, 9, 49, 7, 1, 236, 79, 237, 220, 237, 79, 236], [0, 0, 0, 0, 7, 100, 9, 49, 1, 236, 79, 237, 220, 237, 79, 236]]","[[0, 0, 0, 0, 236, 79, 237, 220, 237, 79, 236, 1, 49, 7, 100, 9], [0, 0, 0, 0, 236, 79, 237, 220, 237, 79, 236, 1, 9, 49, 7, 100], [0, 0, 0, 0, 236, 79, 237, 220, 237, 79, 236, 1, 100, 9, 49, 7], [0, 0, 0, 0, 236, 79, 237, 220, 237, 79, 236, 1, 7, 100, 9, 49]]",-5.33,-2.92,-5.24,-3.86,1.25,CF,5.0,,-1.0,90.0,100.0,PEDOT:PSS,PDINO,0.000188,0.000888,9.92,9.92,0.85,16.86,69.2,CCCCCCC(CCCC)CSc1ccc(C2(c3ccc(SCC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc8ccccc8cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(SCC(CCCC)CCCCCC)cc2)(c2ccc(SCC(CCCC)CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc23)cc1,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=OCc1cccs1[>][]}
PDCBT,CCCCCCC(CCCC)CSOC(=O)c1cc(-c2cc(C(=O)OSCC(CCCC)CCCCCC)c(-c3ccc(C)s3)s2)sc1-c1ccc(C)s1,IDTT-BH,CCCCCCC(CCCC)CSc1ccc(C2(c3ccc(SCC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc8ccccc8cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(SCC(CCCC)CCCCCC)cc2)(c2ccc(SCC(CCCC)CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc23)cc1,"[0, 0, 0, 0, 9, 50, 50, 9, 1, 236, 79, 237, 220, 237, 79, 236]","[0, 0, 0, 0, 236, 79, 237, 220, 237, 79, 236, 1, 9, 50, 50, 9]","[[0, 0, 0, 0, 9, 50, 50, 9, 1, 236, 79, 237, 220, 237, 79, 236], [0, 0, 0, 0, 9, 9, 50, 50, 1, 236, 79, 237, 220, 237, 79, 236], [0, 0, 0, 0, 50, 9, 9, 50, 1, 236, 79, 237, 220, 237, 79, 236], [0, 0, 0, 0, 50, 50, 9, 9, 1, 236, 79, 237, 220, 237, 79, 236]]","[[0, 0, 0, 0, 236, 79, 237, 220, 237, 79, 236, 1, 9, 50, 50, 9], [0, 0, 0, 0, 236, 79, 237, 220, 237, 79, 236, 1, 9, 9, 50, 50], [0, 0, 0, 0, 236, 79, 237, 220, 237, 79, 236, 1, 50, 9, 9, 50], [0, 0, 0, 0, 236, 79, 237, 220, 237, 79, 236, 1, 50, 50, 9, 9]]",-5.31,-3.0,-5.24,-3.86,0.833,CF,5.0,,-1.0,120.0,120.0,PEDOT:PSS,PDINO,0.000182,0.000133,10.35,10.35,0.88,17.15,68.6,CCCCCCC(CCCC)CSc1ccc(C2(c3ccc(SCC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc8ccccc8cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(SCC(CCCC)CCCCCC)cc2)(c2ccc(SCC(CCCC)CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc23)cc1,{[][<]Cc1cccs1[>][<]}{[>][<]CCCCCCC(CCCC)CSOC(=O)c1ccsc1[>][<]}{[>][<]CCCCCCC(CCCC)CSOC(=O)c1ccsc1Cc1cccs1[>][]}
J71,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([Si](CCC)(CCC)CCC)s6)c6sc(C)cc6c(-c6ccc([Si](CCC)(CCC)CCC)s6)c5s4)s3)c2n1,IDTT-OBH,CCCCCCC(CCCC)CSOc1ccc(C2(c3ccc(OSCC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc8ccccc8cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(OSCC(CCCC)CCCCCC)cc2)(c2ccc(OSCC(CCCC)CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc23)cc1,"[0, 0, 0, 0, 6, 7, 8, 9, 1, 236, 79, 238, 220, 238, 79, 236]","[0, 0, 0, 0, 236, 79, 238, 220, 238, 79, 236, 1, 6, 7, 8, 9]","[[0, 0, 0, 0, 6, 7, 8, 9, 1, 236, 79, 238, 220, 238, 79, 236], [0, 0, 0, 0, 9, 6, 7, 8, 1, 236, 79, 238, 220, 238, 79, 236], [0, 0, 0, 0, 8, 9, 6, 7, 1, 236, 79, 238, 220, 238, 79, 236], [0, 0, 0, 0, 7, 8, 9, 6, 1, 236, 79, 238, 220, 238, 79, 236]]","[[0, 0, 0, 0, 236, 79, 238, 220, 238, 79, 236, 1, 6, 7, 8, 9], [0, 0, 0, 0, 236, 79, 238, 220, 238, 79, 236, 1, 9, 6, 7, 8], [0, 0, 0, 0, 236, 79, 238, 220, 238, 79, 236, 1, 8, 9, 6, 7], [0, 0, 0, 0, 236, 79, 238, 220, 238, 79, 236, 1, 7, 8, 9, 6]]",-5.4,-3.24,-5.41,-3.86,1.0,CF,5.0,,-1.0,100.0,-1.0,PEDOT:PSS,PDINO,0.000152,4.09e-05,8.02,8.28,0.92,14.75,61.0,CCCCCCC(CCCC)CSOc1ccc(C2(c3ccc(OSCC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc8ccccc8cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(OSCC(CCCC)CCCCCC)cc2)(c2ccc(OSCC(CCCC)CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc23)cc1,{[][<]CCC[Si](CCC)(CCC)c1ccc(-c2c3cc(C)sc3c(-c3ccc([Si](CCC)(CCC)CCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1Cc1cccs1[>][]}
PBDB-T,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(C)s6)c6c5C(=O)c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)s4)sc3c(-c3ccc(CC(CC)CCCC)s3)c3cc(C)sc23)s1,IDTT-OBH,CCCCCCC(CCCC)CSOc1ccc(C2(c3ccc(OSCC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc8ccccc8cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(OSCC(CCCC)CCCCCC)cc2)(c2ccc(OSCC(CCCC)CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc23)cc1,"[0, 0, 0, 0, 49, 7, 100, 9, 1, 236, 79, 238, 220, 238, 79, 236]","[0, 0, 0, 0, 236, 79, 238, 220, 238, 79, 236, 1, 49, 7, 100, 9]","[[0, 0, 0, 0, 49, 7, 100, 9, 1, 236, 79, 238, 220, 238, 79, 236], [0, 0, 0, 0, 9, 49, 7, 100, 1, 236, 79, 238, 220, 238, 79, 236], [0, 0, 0, 0, 100, 9, 49, 7, 1, 236, 79, 238, 220, 238, 79, 236], [0, 0, 0, 0, 7, 100, 9, 49, 1, 236, 79, 238, 220, 238, 79, 236]]","[[0, 0, 0, 0, 236, 79, 238, 220, 238, 79, 236, 1, 49, 7, 100, 9], [0, 0, 0, 0, 236, 79, 238, 220, 238, 79, 236, 1, 9, 49, 7, 100], [0, 0, 0, 0, 236, 79, 238, 220, 238, 79, 236, 1, 100, 9, 49, 7], [0, 0, 0, 0, 236, 79, 238, 220, 238, 79, 236, 1, 7, 100, 9, 49]]",-5.33,-2.92,-5.41,-3.86,1.25,CF,5.0,,-1.0,90.0,110.0,PEDOT:PSS,PDINO,0.000184,9.78e-05,10.93,10.94,0.87,17.46,72.0,CCCCCCC(CCCC)CSOc1ccc(C2(c3ccc(OSCC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc8ccccc8cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(OSCC(CCCC)CCCCCC)cc2)(c2ccc(OSCC(CCCC)CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc23)cc1,{[][<]CCCCC(CC)Cc1ccc(-c2c3cc(C)sc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCC(CC)Cc1sc(CC(CC)CCCC)c2c1C(=O)c1cscc1C2=OCc1cccs1[>][]}
PDCBT,CCCCCCC(CCCC)CSOC(=O)c1cc(-c2cc(C(=O)OSCC(CCCC)CCCCCC)c(-c3ccc(C)s3)s2)sc1-c1ccc(C)s1,IDTT-OBH,CCCCCCC(CCCC)CSOc1ccc(C2(c3ccc(OSCC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc8ccccc8cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(OSCC(CCCC)CCCCCC)cc2)(c2ccc(OSCC(CCCC)CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc23)cc1,"[0, 0, 0, 0, 9, 50, 50, 9, 1, 236, 79, 238, 220, 238, 79, 236]","[0, 0, 0, 0, 236, 79, 238, 220, 238, 79, 236, 1, 9, 50, 50, 9]","[[0, 0, 0, 0, 9, 50, 50, 9, 1, 236, 79, 238, 220, 238, 79, 236], [0, 0, 0, 0, 9, 9, 50, 50, 1, 236, 79, 238, 220, 238, 79, 236], [0, 0, 0, 0, 50, 9, 9, 50, 1, 236, 79, 238, 220, 238, 79, 236], [0, 0, 0, 0, 50, 50, 9, 9, 1, 236, 79, 238, 220, 238, 79, 236]]","[[0, 0, 0, 0, 236, 79, 238, 220, 238, 79, 236, 1, 9, 50, 50, 9], [0, 0, 0, 0, 236, 79, 238, 220, 238, 79, 236, 1, 9, 9, 50, 50], [0, 0, 0, 0, 236, 79, 238, 220, 238, 79, 236, 1, 50, 9, 9, 50], [0, 0, 0, 0, 236, 79, 238, 220, 238, 79, 236, 1, 50, 50, 9, 9]]",-5.31,-3.0,-5.41,-3.86,0.833,CF,5.0,,-1.0,100.0,120.0,PEDOT:PSS,PDINO,0.000172,8.18e-05,8.24,8.24,0.91,13.97,64.8,CCCCCCC(CCCC)CSOc1ccc(C2(c3ccc(OSCC(CCCC)CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc8ccccc8cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(OSCC(CCCC)CCCCCC)cc2)(c2ccc(OSCC(CCCC)CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc6ccccc6cc5C4=C(C#N)C#N)sc23)cc1,{[][<]Cc1cccs1[>][<]}{[>][<]CCCCCCC(CCCC)CSOC(=O)c1ccsc1[>][<]}{[>][<]CCCCCCC(CCCC)CSOC(=O)c1ccsc1Cc1cccs1[>][]}
J52,CCCCCCCCC(CCCCCC)Cn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CCCCC(C)CC)s6)c5s4)s3)c2n1,IEICO-4Cl,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)cc5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)cc3OCC(CC)CCCC)sc2-4)cc1,"[0, 0, 10, 7, 8, 9, 1, 230, 228, 7, 218, 220, 218, 7, 228, 230]","[0, 0, 230, 228, 7, 218, 220, 218, 7, 228, 230, 1, 10, 7, 8, 9]","[[0, 0, 10, 7, 8, 9, 1, 230, 228, 7, 218, 220, 218, 7, 228, 230], [0, 0, 9, 10, 7, 8, 1, 230, 228, 7, 218, 220, 218, 7, 228, 230], [0, 0, 8, 9, 10, 7, 1, 230, 228, 7, 218, 220, 218, 7, 228, 230], [0, 0, 7, 8, 9, 10, 1, 230, 228, 7, 218, 220, 218, 7, 228, 230]]","[[0, 0, 230, 228, 7, 218, 220, 218, 7, 228, 230, 1, 10, 7, 8, 9], [0, 0, 230, 228, 7, 218, 220, 218, 7, 228, 230, 1, 9, 10, 7, 8], [0, 0, 230, 228, 7, 218, 220, 218, 7, 228, 230, 1, 8, 9, 10, 7], [0, 0, 230, 228, 7, 218, 220, 218, 7, 228, 230, 1, 7, 8, 9, 10]]",,,-5.56,-4.23,0.667,CB,10.0,DIO,1.0,110.0,150.0,PEDOT:PSS,PFN-Br,,,10.1,10.11,0.7,23.8,60.7,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7cc(Cl)c(Cl)cc7C6=C(C#N)C#N)cc5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3sc(/C=C5\C(=O)c6cc(Cl)c(Cl)cc6C5=C(C#N)C#N)cc3OCC(CC)CCCC)sc2-4)cc1,{[][<]CCCCC(CC)Cc1ccc(-c2c3ccsc3c(-c3ccc(CCCCC(C)CC)s3)c3cc(C)sc23)s1[>][<]}{[>][<]c1ccsc1[>][<]}{[>][<]CCCCCCCCC(CCCCCC)Cn1nc2cc(F)c(F)cc2n1Cc1cccs1[>][]}
